size,old,branchy,branchless,prefetch,careful,lowerBound,upperBound,equalRange,improvedLowerBound,improvedUpperBound,improvedEqualRange,inlineAsm,inlinePrefetch,alexandrescuLowerBound,alexandrescuUpperBound
59136,55.8949,47.9667,24.0569,24.5757,24.1960,50.1946,49.4114,97.2111,22.9798,22.8266,41.1137,16.6713,18.5197,17.4862,17.5755
59288,54.6804,47.2392,24.0054,24.5636,24.1781,50.2125,49.4890,97.0026,22.9857,22.8207,41.0561,16.6515,18.5356,17.4444,17.5836
59440,54.3783,47.3922,23.9794,24.5796,24.2158,50.2761,49.3440,95.7584,23.0155,22.8564,41.1117,16.6235,18.5654,17.4305,17.5199
59592,54.9270,50.1371,24.0468,24.5816,24.1841,51.6852,49.4057,95.3727,23.1585,22.9855,41.0482,16.8879,18.5753,20.0998,17.7048
59744,54.3842,47.0008,23.9397,24.4622,24.1345,49.7933,49.2347,95.6511,23.0792,22.9201,42.4295,16.6017,18.4481,17.2099,17.3311
59896,54.6586,47.8096,24.2377,24.5539,24.1543,50.4868,56.0419,132.3823,22.9540,22.7969,40.8554,16.9137,18.5495,19.8532,17.6870
60048,54.4380,47.4358,24.0907,26.1498,24.2238,50.3954,49.3797,95.5316,23.0214,22.8504,42.7217,16.6475,18.4521,17.2238,17.3351
60200,58.7768,47.0504,23.9595,24.4723,24.0889,50.2880,49.1055,94.9950,22.8802,22.6975,42.3856,16.6076,18.4303,17.1601,17.2815
60352,54.4699,47.3585,24.3491,24.8461,24.4604,50.1708,49.2525,95.1363,22.8863,22.7233,40.7082,16.6138,18.4582,17.0807,17.1781
60504,54.2134,47.2829,24.0190,24.5338,24.2000,52.6592,49.5943,95.5158,23.1228,22.9320,41.0224,16.7846,18.5673,17.2696,17.3668
60656,54.5473,47.5235,24.0510,25.9889,24.1583,50.2263,49.1871,95.4959,22.9399,22.7590,40.8574,16.6175,18.4779,17.0450,18.8139
60808,54.4817,47.6665,23.9437,24.5140,24.2061,65.8564,68.5094,113.9242,23.1307,22.9538,40.5910,16.6455,18.5255,17.0311,17.1583
60968,54.3466,47.4438,23.9417,24.4287,24.0768,53.5039,49.2307,95.5398,22.8943,22.7372,40.8574,16.6594,18.4860,17.0034,17.0827
61128,54.2472,47.3981,23.9794,24.5061,29.0097,50.3555,49.1571,98.0438,22.9181,22.7411,40.4717,16.6413,18.5019,16.8861,17.0054
61288,54.4043,47.7161,23.9853,24.4721,24.1325,50.5483,49.3956,95.5695,23.1047,22.9201,40.9248,16.8185,18.4999,16.8879,16.9933
61448,54.1498,47.1319,23.9437,24.5201,24.1266,50.2462,49.5090,98.1732,23.0948,22.9240,40.5433,16.8760,18.6608,16.9556,17.0448
61608,54.8373,47.5096,24.2160,24.5378,24.1861,50.7312,49.7334,95.6848,25.2632,22.7949,40.8933,16.8264,18.6130,17.1226,17.2476
61768,68.9030,47.4479,24.2478,26.1557,24.2257,50.3279,49.6421,95.9869,23.0393,22.8546,40.7104,16.9337,18.7005,17.0250,17.1702
61928,54.7024,47.2133,24.0113,24.4822,24.1264,50.6677,49.6282,96.0504,23.0730,22.9240,41.1117,16.7548,18.6090,16.9058,16.9873
62088,54.9704,47.7677,24.1305,24.4902,24.1125,50.4749,49.5306,100.6973,22.9498,22.8046,40.2930,16.6753,18.5158,16.7011,16.8223
62248,54.7044,47.1656,24.0252,24.4981,24.1067,50.3180,49.9084,99.1787,22.9558,22.7768,40.6407,16.6872,18.5098,16.7310,16.8502
62408,54.9627,47.9308,24.1285,24.6292,24.2517,50.9181,50.2305,96.9768,22.9817,22.7530,40.8115,16.6812,18.5197,16.6316,16.7588
62568,56.8072,47.6705,24.0748,27.5588,29.1926,50.9798,49.9601,96.6784,23.3156,23.0750,40.9169,16.8681,18.7205,16.7350,16.8383
62728,58.5402,47.4559,24.0907,24.5122,24.1127,50.3775,49.5031,94.7764,22.8863,22.7312,40.5233,16.6812,18.4878,18.2712,16.6515
62888,54.4041,47.3585,24.0252,24.4624,24.1264,50.4033,49.6342,95.6649,22.9220,22.7530,40.7679,16.7370,18.4918,16.5104,16.6356
63048,54.9468,47.2531,24.0867,24.4902,24.1164,50.4529,49.4852,97.4001,22.9240,22.7491,40.6546,16.7209,18.5894,16.4965,16.6376
63208,54.8475,47.6150,24.0928,24.5279,24.1006,50.3595,49.4971,95.8419,23.0153,22.8306,40.1696,16.7370,18.5374,16.4686,16.5779
63368,54.9528,48.8572,24.0768,24.4642,24.1045,50.5146,56.5150,95.3626,22.9399,22.7530,40.3148,16.7130,18.5356,16.4368,16.5600
63528,59.9494,55.7618,24.3529,24.4483,24.0966,64.8229,69.1595,102.4741,22.9201,25.6409,40.3723,16.9774,18.6033,16.5898,16.7449
63688,54.7758,47.3424,24.0470,24.5080,24.0926,50.6380,49.8847,96.5037,22.9399,22.7828,40.9786,16.7409,18.5416,16.3612,16.4785
63848,54.6090,47.5114,24.0309,24.4981,24.1085,52.1843,49.6899,96.0464,22.9339,22.7629,40.3446,16.7011,20.0718,16.3295,16.4547
64008,55.1494,47.5711,24.0609,24.4862,24.1504,50.7431,49.9562,96.1299,23.1466,23.0135,41.3226,16.8921,18.7443,16.3872,16.5243
64176,54.9389,47.4400,24.1264,24.5876,24.1960,50.7253,49.9480,101.3154,23.0671,22.8564,40.3485,19.0046,18.6191,16.1982,16.3255
64344,54.8534,47.6963,24.1085,24.5199,24.1484,50.7570,49.8369,98.2069,22.9778,22.7828,40.5394,16.7786,18.5594,16.1883,16.3394
64512,65.4985,67.8000,24.0928,26.0484,24.1224,56.8488,49.7118,96.2831,22.9756,22.8603,40.6070,16.7429,18.5673,16.0809,16.2162
64680,58.0551,47.7659,24.1006,24.5816,24.1980,50.7590,50.1012,96.2870,23.0135,22.8584,40.3545,16.7608,18.6171,16.0472,16.1587
64848,55.2569,47.9248,24.2317,24.5777,24.2000,51.0950,50.1073,98.5209,23.0095,22.8564,40.4938,16.8941,18.6390,16.1605,16.2799
65016,55.2666,47.5711,24.1404,24.5400,24.1482,57.2563,49.8369,97.3027,22.9716,24.3370,40.1081,16.7826,18.6011,16.0075,16.1327
65184,54.8155,49.6880,24.1305,24.5596,24.1424,50.7074,49.8052,96.6388,22.9857,22.8286,40.6505,16.7985,18.6449,15.9738,16.1307
65352,55.4019,47.8096,24.2676,24.6989,24.2755,50.8564,50.1210,98.2089,23.1367,22.9897,40.6665,16.9377,18.8058,16.2341,16.2837
65520,60.2275,58.6195,26.3842,28.2069,27.5211,53.4918,52.6056,99.3178,26.6606,26.4598,43.8863,19.1141,22.1093,18.5576,18.7623
65688,57.5482,50.0355,26.1961,27.1700,27.0521,50.8810,50.3822,96.5134,27.2576,27.0694,45.1211,19.3170,21.6394,16.2756,16.4488
65856,55.1788,49.5559,26.1961,27.2277,29.2869,51.3623,55.6326,97.2882,27.0673,26.7718,44.5048,19.2100,21.4723,16.3247,16.4854
66024,55.8552,50.5856,26.1918,27.0929,26.9002,51.0436,50.2794,99.8310,26.4443,26.2839,44.3442,18.9895,21.1192,16.2433,18.0220
66192,55.3115,49.8793,26.0335,26.9237,26.5172,51.3625,50.1703,98.8720,26.2326,26.0893,44.0233,18.9874,21.1579,16.3933,16.4982
66360,55.6988,50.6283,26.6349,27.5275,27.1207,52.1181,65.5531,107.9173,26.5065,26.1876,43.6680,18.9917,21.1342,16.5174,16.5881
66528,55.4700,49.4619,25.9673,26.7654,26.5279,51.5358,50.3651,97.9026,26.3501,26.1769,44.0681,19.0152,21.1235,16.4918,20.2096
66696,55.4121,49.9756,25.9695,26.7932,26.4209,51.5315,49.9842,98.0222,26.1982,26.0549,43.4409,19.0088,21.1128,16.8385,19.8906
66864,58.0126,50.3822,26.0056,26.9410,26.5791,51.7050,52.5591,97.7443,26.1940,26.0741,43.9096,19.0258,21.1107,16.6802,16.7742
67032,55.3606,50.1062,25.9863,26.7870,26.4358,51.2147,50.5428,97.6757,26.2049,26.0442,43.7834,19.4454,21.1363,16.9797,17.0162
67200,55.6518,49.9778,26.1639,27.0457,26.6435,51.3369,50.4678,97.3546,26.2324,26.0805,44.0382,18.9895,21.1363,16.9325,17.0226
67368,55.9000,50.3929,26.1448,26.9752,26.5642,60.5298,69.9064,138.9568,26.2111,26.0720,43.9160,19.0197,21.1451,16.9626,17.0013
67544,55.5255,50.3437,26.0058,26.8062,26.4080,51.1248,50.6349,97.9797,26.1769,26.0440,43.8885,19.4582,21.1301,17.1574,17.2151
67720,67.9545,50.5661,26.1470,26.8532,26.4123,51.6858,50.4593,97.4189,26.2241,26.0976,43.7919,19.2079,21.1577,17.4463,17.4655
67896,55.8658,50.1897,26.0293,26.8253,26.4144,54.4018,50.5685,99.5698,26.2089,26.0699,43.8970,19.0132,21.0978,17.3222,17.3264
68072,55.5982,50.2132,26.0442,26.8276,26.4508,51.9639,50.4849,97.5922,26.1982,26.0250,43.3939,19.0496,21.0912,17.3843,17.4078
68248,55.7140,50.5426,25.9865,28.4993,26.4187,51.7586,50.4313,98.4097,26.1790,26.0399,43.8133,19.1673,21.0784,17.6432,17.6326
68424,55.7097,52.0432,26.1470,26.8874,26.5022,65.5915,69.9195,111.3933,26.2134,26.0613,45.0998,19.1374,21.1812,17.7268,17.7372
68600,55.6774,50.5151,26.0079,26.6627,26.3416,51.4247,59.8449,97.8404,26.1062,25.9821,43.4518,19.0664,21.0357,17.7866,17.8018
68776,55.5512,50.6328,26.1275,26.9344,26.5535,55.2837,50.3395,98.1186,26.2068,26.0784,45.7956,19.0664,21.1406,17.8744,17.8338
68952,55.6582,50.5898,26.0549,26.8447,26.4614,51.7242,50.8338,98.5576,26.2455,26.0805,43.4903,19.0921,21.1707,18.0476,18.0543
69128,55.9301,50.5065,26.0611,26.7268,26.3696,51.7221,50.9301,97.3781,26.1534,25.9991,43.7257,19.0987,21.0743,18.1656,22.3392
69304,55.6024,50.5001,26.0036,26.8018,26.4187,51.7864,50.7676,100.5544,26.3568,26.1876,43.8861,19.0579,21.1085,18.4117,18.2448
69480,67.7127,50.6048,26.0805,26.8874,31.7975,51.9876,50.8554,98.7180,26.1833,26.0440,43.2805,19.0837,21.1021,18.2873,18.2384
69656,57.3085,50.2431,26.0784,26.8981,26.5257,51.9169,50.4678,98.4204,26.2626,26.0978,43.2119,19.1094,21.1705,18.6620,18.5272
69832,56.0949,53.2183,26.3886,26.9944,26.6176,57.2658,50.9900,99.1290,29.5093,26.2198,43.5460,19.4091,21.3997,18.7776,18.7090
70008,56.4202,50.5020,26.2796,26.8126,26.4572,51.7498,50.8917,99.0455,26.2346,26.0934,43.3533,19.2250,21.2561,18.7904,18.7392
70184,55.6924,52.2337,26.0357,26.8725,26.5129,52.1974,50.4292,98.2279,26.1446,26.0100,43.2290,18.9895,21.0763,18.5443,18.4503
70360,55.7396,50.1809,26.0912,26.8831,26.5300,51.9511,51.0799,104.0861,28.3130,26.0399,50.9987,19.0066,21.1278,19.1137,18.9682
70536,55.6155,50.4358,25.9156,26.7075,26.3739,52.0645,50.7310,99.3452,26.2645,26.1342,43.0985,19.1158,21.1876,19.2658,18.9981
70720,55.4807,50.3224,25.9071,28.3642,26.4422,51.4973,51.4567,101.5582,26.4379,26.2561,43.3681,19.1094,21.1792,18.9680,18.7285
70904,55.8808,50.1446,25.9372,26.7163,26.3309,51.9105,50.8618,99.1632,26.2775,26.1062,46.1914,19.1222,21.1512,19.1801,18.9660
71088,55.8744,50.2474,25.9737,26.7678,31.9387,51.8077,50.6947,98.6966,26.6734,26.5236,44.1282,19.1222,21.1470,19.5460,19.2506
71272,55.8658,50.3694,26.4144,27.0673,28.3899,51.6772,50.6026,98.4740,26.2089,26.0656,43.0985,19.0902,21.0656,19.6039,19.3982
71456,55.6326,62.3833,25.9521,26.8554,26.4852,72.8432,68.7165,98.9064,27.7586,26.0141,42.6426,19.1673,21.2177,19.7345,19.4990
71640,56.0991,50.5514,26.0869,26.7550,26.4230,52.0581,50.4486,98.2450,26.3437,31.2517,43.4988,19.1502,21.2217,19.4198,19.1822
71824,56.1463,52.2615,26.1767,26.8041,26.4785,51.8742,50.5856,97.9216,26.5087,26.3418,43.2869,19.2057,21.2649,19.6016,19.3128
72008,55.7973,50.1876,25.9500,26.8530,26.5022,51.9855,50.8658,103.0393,26.3290,26.1233,42.9722,19.1374,21.2260,19.7323,19.4903
72192,55.5040,50.6817,25.9799,26.7184,26.6306,52.0688,50.8639,99.3258,26.4572,26.2967,43.5396,19.1692,21.1750,19.9227,19.6488
72376,55.9152,55.4078,28.0346,26.9045,26.5900,54.4317,50.6178,99.0540,26.2837,26.2282,43.2119,19.3536,21.3288,20.1433,19.8693
72560,69.2925,74.0996,25.9436,26.7310,26.4892,55.9900,52.7345,99.4971,26.2004,26.0485,42.5892,19.0301,21.1235,20.2267,19.9227
72744,56.0583,51.0628,26.0613,29.2933,26.4958,52.0602,51.2128,99.2593,26.2348,25.9949,42.8310,19.0154,21.0955,19.9464,19.6467
72928,56.2427,50.8082,26.0763,26.8981,26.6306,52.1758,50.7377,103.0799,26.2837,26.1812,43.3448,19.1350,21.2220,20.1476,19.8327
73112,56.1013,50.5920,26.1083,26.9152,26.5428,55.3437,50.6368,98.5383,26.1897,26.0269,42.9874,19.1500,21.2156,20.0489,19.7881
73296,56.0137,50.5920,25.9970,26.7227,26.3437,56.9575,51.0414,99.3345,26.2626,26.1342,42.9680,19.0688,22.8742,20.5691,20.2931
73480,55.7973,50.4785,25.9628,26.7142,26.4230,52.1886,50.8722,99.9295,26.3565,26.2089,43.2784,19.1737,21.1942,20.7874,20.4557
73664,70.1850,53.6954,26.0720,26.7849,28.1673,52.1715,50.7120,102.3715,26.3053,26.1619,43.0515,19.1307,21.1085,20.8453,20.5240
73856,55.8573,50.6731,25.9650,26.8554,27.2322,52.3899,51.2382,98.3734,26.9197,26.7483,45.1512,19.0451,21.1085,20.5072,20.2715
74048,55.8851,50.3352,26.1384,26.7612,26.4123,51.8889,50.5941,98.8829,26.3266,26.1833,43.1329,19.1758,21.2412,20.8216,20.5798
74240,56.2083,50.5621,26.0955,26.8041,34.1604,57.7708,51.4952,99.2209,26.2369,26.0912,42.6962,19.1715,21.1512,21.1598,20.8024
74432,56.0286,50.6392,26.0269,26.7697,26.5343,52.2292,51.0479,99.7966,26.1747,26.0399,44.3228,19.1651,21.1363,21.0485,20.6482
74624,55.8722,50.5535,26.0293,26.7548,26.4251,66.1438,70.4760,123.5121,26.3074,26.1769,42.9487,19.2079,21.2777,23.7838,21.2457
74816,56.8611,53.2760,26.7590,27.0331,26.5813,52.6597,51.4266,99.8417,26.5193,26.3375,48.1970,19.7943,21.6864,22.0203,21.6200
75008,56.5272,50.9173,26.4424,26.9152,26.6734,52.9015,51.5275,100.0000,26.3653,27.9148,42.8718,19.5287,21.4702,21.5153,21.2326
75200,56.0583,50.6264,26.1833,27.0073,26.6093,57.2933,50.7567,98.5426,26.4038,26.2495,42.9874,19.1950,21.2989,21.5665,21.1363
75392,56.4886,53.9289,26.1705,26.8919,26.5492,52.4990,51.2083,99.4629,26.3439,26.1833,42.7219,19.2485,21.2668,22.0675,21.6328
75584,56.2168,51.0135,31.3008,26.9304,26.5386,52.3365,50.9216,98.9086,26.1876,26.0378,44.2801,19.1201,21.1169,21.7891,21.4980
75776,69.8532,76.3147,26.0549,26.6627,26.2967,62.2826,51.4439,100.4473,26.2922,26.0827,42.2809,19.1993,21.2132,22.0844,21.7806
75968,56.1677,52.2401,26.0034,26.7697,26.4059,52.4221,51.0350,100.1585,26.3608,26.1961,42.9186,19.2012,21.2284,22.1681,21.8468
76160,61.9981,51.1891,26.2540,26.9880,26.6264,52.3471,51.0649,105.1412,26.3459,26.2196,44.3976,19.2527,21.2497,22.0761,21.7248
76352,56.1162,50.5255,26.0399,26.7825,26.4102,52.3427,51.4332,99.5334,26.1897,26.0421,42.9637,19.2143,21.2262,22.4183,22.1316
76544,56.3516,50.7804,26.1982,26.9539,26.9688,55.9729,51.1677,99.9124,26.6392,26.4552,43.3854,19.2143,21.2241,22.4033,22.0355
76736,56.6086,50.6646,26.5129,27.2472,26.8874,52.3151,53.2611,100.0451,26.3610,26.2346,42.6834,19.2999,21.2756,28.1331,22.0718
76928,73.7507,51.1463,26.1619,26.9603,26.5900,52.4456,51.0201,99.0989,26.2433,26.0976,42.7840,19.2228,21.2604,22.5383,22.2536
77128,56.4866,51.0350,26.2561,26.9667,26.6178,52.8372,51.3198,101.2649,26.3162,26.1574,42.7477,19.2613,21.2905,22.8314,22.5148
77328,64.4337,50.6990,26.0357,26.7847,26.4422,52.3322,51.1976,99.4266,26.3800,26.2220,42.7518,19.1201,21.1470,22.5875,22.2320
77528,56.6898,52.7451,26.2262,26.9133,28.2551,52.2807,51.0780,99.9210,26.3694,26.2004,42.7024,19.1991,21.1557,22.6537,22.3113
77728,56.0735,50.8938,26.3117,26.8255,26.4443,52.7430,51.0329,100.3042,26.3630,26.2198,45.3010,19.4948,21.2455,22.9962,25.9908
77928,56.2019,72.9759,26.1790,27.2448,26.8554,67.0662,59.7056,99.2040,26.3288,26.1683,42.7069,19.2850,21.3504,23.2361,22.8913
78128,56.6922,50.9774,26.1982,27.0244,26.6370,57.6167,52.7795,102.0741,26.3074,26.1470,42.5484,19.2634,21.3568,23.3025,22.9128
78328,56.7584,50.9066,26.0720,26.8340,26.4678,52.2807,51.0865,100.0429,26.4144,26.2754,42.9487,19.2954,21.2948,23.5871,23.0647
78528,58.3380,50.9987,26.1062,26.9047,26.5407,52.5698,51.1762,100.1393,26.4638,26.3160,42.9594,19.2807,21.4232,23.5441,23.2596
78728,56.5830,51.0778,26.3760,26.9667,26.6176,52.3063,51.3412,100.2314,26.6477,26.4787,44.5881,19.4540,21.5022,23.1720,22.8806
78928,56.2617,50.7973,26.0805,26.9816,26.6157,52.7473,51.4909,100.5586,26.5364,26.4080,42.5828,19.3536,21.4382,23.5078,23.1290
79128,69.4764,54.4382,26.1553,26.7590,26.4467,57.7750,51.3262,100.2805,26.3803,26.2132,42.4330,19.3320,21.2006,23.3645,23.1419
79328,56.7026,51.4053,26.0976,26.9496,26.5986,52.3130,51.6449,100.4986,26.3929,26.2239,42.7261,19.2786,21.3290,23.4715,23.4309
79528,56.4117,50.7825,26.0976,28.7603,26.6543,52.6573,51.5104,99.3709,26.3138,26.1918,42.2446,19.2057,21.2433,23.6191,23.4800
79728,56.9938,51.6001,26.2348,26.8319,26.4809,52.5054,51.3454,101.7360,26.4358,26.2626,42.4843,19.2978,21.3781,23.8588,23.2767
79928,56.2638,53.0062,26.5042,27.4313,26.9366,52.4454,51.9212,99.6490,26.4787,26.3288,42.3281,19.3405,21.3397,23.7477,23.6768
80128,58.5969,51.4311,26.4251,27.1807,31.6178,55.5191,64.1361,108.7885,26.6949,26.5236,42.7304,19.4196,21.4529,23.8353,23.4928
80336,56.7562,51.2384,26.2989,27.0310,26.7011,52.7729,51.4589,103.6966,26.4743,26.3352,42.5292,19.3192,21.3311,23.9808,23.7605
80544,56.9423,51.2897,26.5366,27.1786,26.8126,52.9400,51.8419,101.0916,26.5322,26.3589,42.5892,19.4777,21.5559,24.0771,23.7347
80752,58.5883,51.2897,26.4937,27.0609,26.6907,52.6939,51.4503,100.0451,26.5087,26.3544,42.3687,19.6296,21.5730,24.2591,24.3897
80960,56.3388,51.0179,26.1169,27.0459,26.7142,52.7174,54.2220,101.9348,26.4978,26.3395,42.3559,19.3213,21.3805,24.7193,24.4411
81168,56.4736,51.2664,26.1961,26.9539,26.5535,57.2057,51.1549,100.0963,26.6499,26.4849,42.5806,19.4518,21.4980,24.2378,23.8547
81376,84.4866,70.9081,26.2198,27.1634,26.8146,53.4837,52.0154,100.8863,26.3803,26.2175,42.2382,19.2337,21.2775,24.2207,24.2848
81584,56.4717,52.9034,26.1318,30.2585,26.6221,52.7003,51.5744,99.9722,26.3993,26.2559,42.1824,19.1993,21.3290,24.4433,24.2613
81792,56.5379,50.9024,26.1384,26.9325,26.6178,52.5826,51.3647,100.4516,26.3651,27.9319,41.9579,19.2228,21.2948,24.4559,24.4260
82000,56.3260,50.4892,26.1577,27.0521,27.0585,52.6531,51.7135,102.4574,27.2448,27.0436,43.6144,19.9483,21.4809,24.4046,24.5311
82208,56.8483,52.8586,26.1577,27.1463,26.7849,53.2632,52.1181,103.8870,26.5815,26.4144,42.5804,19.5010,21.4766,24.8968,24.5074
82416,57.6296,51.4781,32.4610,27.1720,26.8060,53.3679,52.3085,129.4151,26.6370,26.4852,41.9577,19.4390,21.5366,24.8242,24.9633
82624,57.2741,51.1036,26.4315,27.2085,26.8297,53.1562,51.7947,100.8477,26.6135,26.4636,42.3194,19.3833,21.3012,24.4668,24.3019
82832,56.7114,50.8402,26.3288,26.9581,26.5858,52.4969,51.7501,100.4946,26.3608,26.2068,41.9577,19.3811,21.3976,24.6165,26.2839
83040,56.6813,51.0564,26.2583,26.8789,26.5514,52.6103,53.8112,101.1794,26.7313,26.5580,44.9436,19.2914,21.2903,24.7556,24.6424
83248,59.2860,50.7654,26.4273,27.1228,26.7889,52.6725,51.6044,100.6488,26.3587,26.2025,41.4356,19.3063,21.3055,26.5986,24.8970
83464,56.7842,50.7206,26.2367,26.8874,26.5300,52.5439,51.8248,100.2997,26.3074,26.1577,42.1205,19.2762,21.2754,24.8522,24.8564
83680,70.1805,60.0203,26.2711,27.1700,28.6597,53.2523,51.9039,100.1820,26.3160,26.1662,41.6667,19.3192,21.2948,24.9184,24.9868
83896,57.1072,51.3860,26.7934,26.9218,26.5386,53.4065,51.7992,100.8520,26.3482,26.1918,45.4209,19.8799,21.4852,25.5134,25.5369
84112,56.8099,50.8338,26.2153,26.9496,26.5943,53.0278,51.8547,100.0707,26.3781,26.2025,41.6153,19.3128,21.2991,25.0703,27.6924
84328,56.7968,51.6962,26.3501,28.8094,26.7548,55.9301,51.7693,102.6221,26.4787,26.3245,42.4349,19.4561,21.3931,25.2136,25.2414
84544,57.0517,51.4461,26.4038,27.0801,26.7227,52.8351,51.9233,100.7879,28.2681,26.3546,42.1226,19.3854,21.3095,25.3442,25.1536
84760,56.9724,50.9643,26.2111,26.9109,26.5514,52.6960,59.5089,138.2805,26.3589,26.1961,41.9729,19.2655,21.2626,25.2096,25.3142
84976,56.7691,50.9301,26.2326,26.8426,26.4892,53.0318,51.7477,100.1799,26.2623,26.1169,41.4634,21.0805,21.2818,25.2331,25.0041
85192,57.2207,50.8938,26.2196,26.9366,26.5770,52.7603,55.0397,101.0660,26.3888,26.2284,41.4527,19.3042,21.2991,25.1559,25.1410
85408,59.2391,51.2147,26.2324,26.9581,26.6242,57.1950,51.6193,99.9957,26.3674,26.2391,41.4890,19.2912,22.9299,25.2438,25.1280
85624,57.1414,51.1592,26.3504,26.8575,26.5108,52.6125,51.5958,100.3704,26.3074,26.1641,41.6026,19.4497,21.2606,25.3700,25.3657
85840,56.8654,51.0393,28.0303,28.6554,26.5877,52.9891,51.8633,100.6445,26.4294,26.2626,41.6326,19.3811,21.2946,25.3591,25.3207
86056,57.3728,57.2292,26.2668,26.9603,26.5858,54.1173,57.6830,102.2989,26.3696,26.2089,41.9363,19.3063,21.2839,25.3999,25.5134
86272,56.9404,51.0350,26.2989,26.9430,26.6157,52.6744,51.6129,100.6571,26.3395,26.1833,41.6603,19.3405,21.2882,25.3401,25.3401
86488,64.5580,51.5595,26.4059,29.3790,26.7419,52.9037,53.8325,100.2356,26.3031,26.1425,41.6024,19.4561,21.3974,25.6612,25.6289
86712,57.0667,50.7289,26.2626,26.8789,26.5001,52.7537,53.3745,100.8327,26.3138,26.1747,41.7223,19.3384,21.2540,25.3871,25.3890
86936,56.8611,51.3132,26.4443,27.1250,26.7441,53.2717,52.1651,101.0895,26.5492,26.3995,41.9323,19.3854,21.3333,27.3113,25.4191
87160,57.4497,51.0329,26.4467,27.0566,26.6800,53.6505,66.7580,138.9419,26.4465,27.8998,41.5768,19.5890,21.4531,25.4471,25.6375
87384,59.5900,55.1594,28.5484,28.0754,27.7201,55.1852,54.1579,103.1057,27.4696,27.3454,42.8761,21.5580,22.6796,27.4740,33.8329
87608,57.6187,51.8291,26.7505,27.3625,27.0073,56.6449,52.4884,106.0145,26.6328,26.4743,41.8784,19.6702,21.5900,25.7360,25.9650
87832,58.2779,52.1053,26.7678,27.4396,27.0372,53.9393,52.7088,101.6975,26.6755,26.5407,41.9150,19.6251,21.5815,25.7853,25.8836
88056,59.0399,51.6578,26.4828,27.0393,27.3753,53.4151,52.0797,101.6503,27.1871,27.0393,42.6640,20.2245,21.4253,25.3764,25.5969
88280,57.7727,51.5251,26.4678,27.0951,26.7248,53.0406,54.1045,101.1645,26.5665,26.4379,42.0305,19.5289,21.4211,25.6505,25.5990
88504,71.8073,72.7362,26.3824,27.0844,26.6734,53.3638,52.1630,101.9457,26.4787,26.3245,43.1970,19.4604,21.4317,25.7082,25.8024
88728,57.4476,57.2378,26.5343,27.2170,26.7998,53.3553,54.6543,102.0827,26.6736,26.5065,41.7802,19.5437,21.5151,28.4884,26.1019
88952,61.0989,51.5467,26.4230,27.0822,26.8682,53.1412,52.1245,101.5369,26.8810,26.6691,41.8272,20.2373,21.4403,25.3978,25.6033
89176,57.5719,51.5230,26.4529,27.1036,26.7590,53.5371,52.7731,103.8314,26.5087,26.3523,41.5533,19.4924,21.4275,25.6313,25.5518
89400,57.3664,51.3583,26.4702,27.0842,26.7142,53.4580,52.2722,103.6452,26.4892,26.3266,41.4740,19.4775,21.4230,25.6332,27.7629
89624,57.7300,73.7507,26.7078,27.4204,26.9731,68.8900,60.7866,102.3974,26.5044,26.3608,41.6217,19.4520,21.4787,30.5411,25.5561
89856,57.9507,53.4751,26.5364,27.0801,26.7142,53.4837,52.7067,104.3559,26.5386,26.3630,41.4055,19.6637,21.5108,25.7447,25.8772
90088,57.3469,51.4480,26.4315,27.1850,27.0179,53.4685,52.1972,104.9037,26.8191,28.3666,41.9000,19.5097,21.5388,25.4834,25.5134
90320,57.4454,51.4119,26.5215,27.0673,26.7120,53.4236,52.6125,101.7381,26.5087,26.3480,41.7031,19.5418,21.5644,25.8280,25.8216
90552,57.4070,51.3433,26.3459,26.8853,26.5621,53.1325,52.0645,101.2373,26.3760,26.2047,41.3433,19.4476,21.3525,25.5347,25.5371
90784,57.3790,51.2149,26.3437,26.8876,26.5172,56.9746,52.8030,102.4659,26.6971,26.4379,41.6345,19.5439,21.4317,25.4640,25.4320
91016,57.7515,51.7221,26.4873,27.0673,26.7270,58.2158,53.0235,104.4478,26.5450,28.0327,41.3457,19.5330,21.5495,25.3615,25.4576
91248,57.7387,51.9767,27.1015,27.4033,27.0244,53.6014,52.8522,102.4913,26.6242,26.4766,41.2408,19.8520,21.6242,25.7787,25.9092
91480,61.7069,51.6364,26.5407,27.0780,27.1079,53.7298,52.3298,102.0098,26.8041,26.6306,41.9064,19.5268,21.4294,25.3828,25.3230
91712,57.3813,51.0372,26.3482,28.6061,26.6240,53.1583,54.2884,101.5411,26.3845,26.2495,41.3585,19.4048,21.3717,25.3100,25.1559
91944,57.8584,51.2040,26.5856,27.1914,26.7678,53.6227,52.4112,102.4446,26.3974,26.2561,41.0822,19.4796,23.2574,25.2544,25.3078
92176,58.2074,52.1950,26.6627,27.1357,26.7654,54.2243,53.2117,102.4617,26.4446,28.6917,41.1231,19.5524,26.1404,25.4085,25.4063
92408,57.2805,53.1431,26.3736,27.0758,26.7035,53.0942,52.4414,103.7973,26.3437,26.2070,40.7464,19.4582,21.4273,25.1453,25.1602
92640,57.5330,51.3410,26.5300,27.1743,26.7548,53.1325,52.3042,104.6445,26.4980,26.3418,41.6582,19.5183,21.4681,25.2801,25.1901
92872,58.1282,51.5422,26.5727,27.0500,26.6627,53.3702,52.3685,102.0848,26.4935,26.3459,41.4396,19.5161,21.4830,25.1002,25.1280
