size,old,branchy,branchless,prefetch,careful,lowerBound,upperBound,equalRange,improvedLowerBound,improvedUpperBound,improvedEqualRange,inlineAsm,inlinePrefetch,alexandrescuLowerBound,alexandrescuUpperBound
409632,72.9160,64.8369,36.2034,34.6501,33.9016,67.6301,66.4685,123.8162,34.1194,33.7820,52.2373,30.0051,27.8208,32.9060,37.1450
410664,83.8108,67.9995,35.9148,34.7749,33.9016,67.7305,66.4194,125.1614,33.8062,33.4663,51.9707,29.8606,27.9233,31.4629,32.2556
411696,76.7856,65.9915,36.0444,38.9380,33.8477,67.4885,71.0864,124.9780,33.8013,33.4297,51.7041,29.8291,27.8599,31.4973,32.3188
412728,75.9028,64.7268,36.5679,35.0195,34.0703,67.4543,69.5674,124.6038,33.7400,33.3733,51.7114,29.7310,27.7598,31.1448,31.9180
413760,73.7773,64.8735,35.8682,34.6575,33.8723,67.5764,66.2483,124.4790,36.6143,37.7026,55.1333,29.6797,27.8672,31.7466,32.5098
414800,74.3423,64.7317,36.0957,34.7383,33.9382,67.3442,66.5320,125.0537,44.8281,38.2800,54.3677,33.3660,27.8696,33.6792,32.1184
415840,73.1777,64.7219,36.1863,34.6770,33.8623,67.4004,66.4758,126.4285,33.9434,33.5615,52.0098,29.8557,27.8818,31.3918,32.1111
416880,73.2515,64.6533,35.9343,34.6746,33.8748,67.0823,66.6394,124.2515,33.8308,33.4270,51.7920,29.8706,27.8477,31.3088,32.0818
417928,73.0850,65.5217,36.1079,34.8557,33.9309,70.1790,69.1641,124.8508,34.0361,35.6431,52.0881,29.9854,32.6958,31.1914,32.0327
418976,73.3394,67.9385,53.3672,35.0537,34.2000,68.0193,67.7207,128.7864,36.6975,33.8232,52.1150,30.0906,28.1729,31.5142,32.3362
420024,73.8530,68.0681,36.2891,34.8677,34.0093,67.8015,66.7546,127.7178,33.9727,33.5444,52.0610,30.1104,28.0801,31.0642,31.8518
421080,71.7175,63.6699,34.7285,33.8406,32.9036,66.6812,68.6477,123.2656,32.8962,32.5247,50.6646,28.5667,27.0942,29.6357,30.3770
422136,72.7817,65.1941,36.8958,33.8455,32.9648,72.2410,66.3999,136.7900,32.9109,32.5220,50.1140,28.6255,27.0476,29.9829,30.7463
423192,72.6104,66.7104,34.8286,33.9629,32.9941,66.5247,65.4387,124.0068,32.7813,32.4707,50.5300,28.5596,27.0452,31.4531,30.8049
424256,71.9304,63.9048,38.6985,33.7915,32.8816,66.5393,65.5291,123.5786,32.7788,32.4609,50.3245,28.6453,26.9768,29.6184,33.3586
425320,74.7385,63.7532,35.0684,33.8330,33.0088,66.1772,65.2869,123.7917,32.8962,32.5857,50.3806,28.7869,27.1384,29.9072,30.6042
426384,76.0471,63.9441,35.2544,33.8306,33.7329,67.6987,65.0596,142.7363,36.0762,32.5195,54.7346,28.7917,27.2092,29.9194,30.6484
427456,75.2424,63.5308,34.8875,33.7917,32.9670,66.6152,65.0764,123.5813,32.8889,32.5024,50.8528,28.6697,27.0747,29.6113,30.2815
428528,72.8574,63.7705,34.9119,33.7747,33.0869,66.8132,65.2673,123.3342,32.8792,32.5564,50.3513,28.7258,27.1138,29.5476,30.2742
429600,72.1946,63.6309,34.7651,33.8259,32.9941,66.2532,70.9692,124.2026,32.8521,32.4902,50.4124,28.6892,27.0894,34.9512,31.0544
430680,73.3394,64.8052,35.1687,37.2258,33.5886,66.7275,65.5046,125.4941,33.0530,32.6982,50.4688,29.0242,27.3438,30.0125,30.7952
431760,73.3271,64.3770,35.6360,34.1658,33.3535,67.2241,66.1895,125.0930,33.2019,32.8938,50.8186,29.5598,30.2129,35.4597,31.3723
432840,72.5884,64.3501,35.1245,33.9727,33.2266,67.0505,65.9058,124.1072,33.0430,32.7175,50.7280,29.0071,30.3574,29.2175,29.9438
433928,72.2507,64.1814,35.4182,34.0825,33.1802,67.3489,65.8640,123.9580,39.8625,32.9697,54.6370,34.3149,30.3108,30.2080,30.8809
435016,79.4885,77.1184,35.0073,33.9285,33.4663,67.9507,65.7444,125.8828,37.7224,33.7671,51.1145,28.7893,27.1138,29.2542,30.0835
436104,72.5078,63.6357,35.1514,33.9187,33.1165,66.6567,65.8298,124.5818,36.4209,32.8083,50.4932,28.9558,29.6504,29.1660,29.8682
437200,72.6030,64.2549,35.1467,36.9126,33.3440,66.4685,65.7419,126.8958,33.2656,32.8083,50.5227,28.9875,27.3047,29.4521,30.1909
438296,72.4026,64.1960,35.0586,47.4160,33.3022,66.6421,73.2341,130.8633,33.0503,32.7153,51.8875,28.7893,27.1895,29.2639,30.0000
439392,73.2415,64.4895,34.9854,38.9136,33.2900,66.6836,69.1248,125.1931,33.0210,32.6541,54.7834,28.9241,27.1528,29.4106,30.1494
440496,75.1519,67.4983,35.1001,34.0239,33.1458,66.9648,65.8203,123.8430,32.9600,32.6589,50.4172,28.9436,27.1797,28.9629,29.7947
441600,73.0776,67.5374,35.6287,34.2441,33.3367,67.1313,65.9790,124.7849,33.1238,32.8376,50.6621,29.4741,40.1880,32.8008,30.5823
442704,74.0757,64.4211,40.5474,33.9138,33.0259,67.7451,67.2000,136.4548,33.0161,32.6665,50.2461,28.9143,27.2141,29.1880,30.0317
443816,77.0254,64.0664,35.5918,34.0703,33.1729,66.9380,66.0134,125.0757,33.0796,32.7422,50.3931,29.0657,27.2412,28.9238,29.7310
444928,76.3601,63.9097,35.1392,33.9504,33.1140,66.9358,65.7542,124.0608,32.9771,32.6812,50.1313,28.8652,27.1653,29.2346,30.0051
446048,75.7854,64.1301,35.2520,33.9211,33.0967,66.7742,84.7158,126.6902,32.9551,32.6101,51.9412,28.9043,27.1602,29.8752,31.0984
447168,78.4858,63.8389,36.7219,40.2441,33.3047,66.8108,66.4832,126.8760,33.1628,32.8376,50.5740,29.2124,29.1736,31.4998,29.8535
448288,79.9070,64.4846,35.4524,34.1169,33.3879,67.5791,66.5173,124.6404,33.2485,32.9158,50.7207,29.2200,27.3608,29.0044,29.7922
449416,75.4749,66.5737,37.4656,35.2227,34.3103,69.3770,68.1023,133.5195,34.0288,33.8235,51.7209,31.3088,28.7600,31.4067,32.1257
450544,76.2502,65.1084,35.5479,34.6355,34.7627,68.3933,72.5420,126.4946,33.1067,32.7764,50.4980,29.2151,27.3120,28.9067,31.6367
451672,73.4055,64.4209,35.3618,33.9431,33.1140,66.9722,65.9304,124.2148,35.9270,32.8792,49.9355,28.9924,27.2705,28.8042,29.6799
452808,73.4202,66.2922,35.6921,34.2490,33.3584,67.4468,66.5051,125.2446,33.4050,33.0259,50.7842,32.0476,27.6641,29.3911,30.1641
453944,73.5547,64.3623,35.3645,34.0776,37.4729,67.2610,70.3208,125.4600,33.1555,32.8523,50.3098,29.2371,27.3608,29.0461,29.8193
455080,74.9512,65.5681,35.6165,38.6909,33.4026,67.6448,66.7278,135.9192,33.3193,32.8840,50.4468,29.2957,27.3120,28.6890,29.4500
456224,72.8745,64.1714,35.3691,33.9800,33.2119,67.5105,66.0623,124.8337,33.1631,32.7864,50.3169,29.2297,27.4026,28.6770,29.4644
457368,75.7268,64.4307,35.5454,34.0020,33.1362,67.4126,66.5222,125.1025,33.2878,32.9722,50.2830,29.5454,27.5396,31.5120,29.7727
458512,72.9431,64.6877,35.4917,34.3125,33.5029,67.3367,67.0066,125.4133,33.5029,33.2290,51.0166,29.5012,27.9407,28.9531,29.8020
459664,74.1858,64.2351,35.4548,34.1926,33.3757,72.9968,66.9355,139.3167,33.9919,33.0774,50.4810,29.3176,27.6838,28.6670,29.5037
460816,73.1536,64.2083,35.6018,33.9824,33.2239,67.3345,66.4194,125.2178,33.1580,32.7568,50.0137,29.3420,27.3464,28.6938,29.4619
461976,73.3442,63.7947,35.5820,34.2563,33.3708,72.1211,66.6101,125.0000,37.4019,37.6807,50.5081,29.3057,27.3682,28.3662,32.9966
463136,75.6311,64.4968,35.6384,34.0874,33.2119,67.6719,66.8599,124.9683,33.1702,32.7813,50.2656,29.2395,30.1104,29.1074,31.7981
464296,73.6523,65.0374,35.7776,34.1658,33.3904,75.6753,68.1292,126.0029,33.2659,32.7910,53.3647,29.6699,27.4685,28.4983,29.2639
465464,73.7942,64.8762,35.6677,34.0410,33.2656,67.6401,66.4146,125.4133,38.1233,33.2290,50.2732,29.4695,27.3682,28.3000,29.1343
466632,73.1853,64.5505,55.3755,34.1487,33.2583,68.1392,68.3323,128.2019,33.1655,32.7886,50.2339,29.3030,27.3560,28.2610,29.0928
467800,77.4414,64.8196,35.8340,34.2073,33.4248,68.1633,69.1492,128.3364,33.3586,33.0259,50.4858,29.5330,35.0732,29.2124,30.6311
468976,73.0850,67.8772,35.5942,34.1609,33.2925,67.7502,66.6226,126.5188,33.2021,32.8303,50.2437,29.4866,27.5002,28.3589,29.2688
470152,73.2048,67.9482,42.6145,35.1418,33.3171,67.7158,66.6543,125.4402,33.2046,32.8547,50.0994,29.3494,27.4319,27.9211,28.7600
471328,73.5667,64.6094,35.8340,34.4839,33.5591,67.9409,66.7424,125.6067,33.1924,32.8425,50.4124,29.4695,27.3779,27.9163,28.7893
472512,75.7168,65.0471,38.4783,34.2368,33.3438,67.7109,66.9380,129.9143,33.7573,32.9331,50.1482,29.5012,27.4536,30.1199,29.0684
473696,73.7893,64.5532,35.6995,34.2148,33.3562,67.8945,66.8281,124.9976,33.2510,32.8987,50.2317,29.6013,27.4880,32.1187,30.0125
474888,73.6865,69.6875,42.1301,34.4446,33.5813,67.8503,67.8135,126.8296,33.5298,34.1118,50.5859,29.7261,30.4968,28.5447,29.2883
476080,73.7085,64.6143,35.7581,34.2588,33.4541,67.8674,67.0115,125.7778,33.3049,32.9524,50.2461,29.5771,27.5369,27.9968,28.9043
477272,74.9463,66.2236,35.7803,34.2122,33.3413,68.9512,72.5688,126.4822,33.3123,32.9429,50.4639,29.5891,27.4490,28.1191,28.9924
478472,73.9287,76.1377,35.7434,34.3271,33.5200,68.3176,81.8198,129.4126,33.5593,37.8789,52.6433,29.6357,27.6887,37.2920,33.9507
479672,73.6230,65.0081,36.1152,34.4421,33.6104,68.1755,66.8623,125.5967,34.1023,33.6765,51.4202,29.9072,27.6521,28.0850,28.9143
480872,76.3333,64.5679,36.1470,34.5303,33.6741,68.0803,67.1948,127.8203,33.4685,33.0845,50.4050,29.8362,27.6570,30.9077,29.9927
482080,77.6689,64.6853,36.0542,34.5327,33.6692,68.2246,66.9429,125.4917,37.5342,36.1079,50.0774,29.7410,27.5198,27.8501,28.8140
483288,85.7727,64.9714,46.8706,37.3186,33.5005,69.0247,68.4131,131.9099,35.6091,33.1531,50.0652,29.7849,27.4905,27.9063,28.9019
484504,75.6045,65.0864,35.9441,34.3689,33.5664,68.2051,67.3711,130.2712,33.4932,33.1116,50.2043,29.7507,27.6445,27.8894,28.6963
485720,78.3806,65.0593,35.9075,34.5818,33.8013,69.3965,81.3330,153.2520,33.6252,33.2437,50.2705,29.8362,27.6594,27.6814,28.6401
486936,82.2334,67.1167,36.2937,34.9412,33.7549,68.1440,67.4885,126.1008,35.5454,35.7776,50.2974,30.2202,28.0164,28.1951,29.1074
488160,73.4028,65.1084,43.4927,34.3738,33.5251,68.2490,67.7698,126.3577,33.5078,33.0869,53.1765,29.9832,27.6960,27.8132,28.7185
489384,75.0664,65.7468,36.6411,34.6819,33.7720,68.8459,67.5864,126.7441,33.7402,33.3413,50.6252,30.6506,28.1753,31.8005,29.5525
490608,74.3984,64.5017,36.0347,36.2131,33.5298,68.1758,71.3557,126.6243,33.4368,33.0261,50.1482,29.8362,27.6616,37.6074,29.0266
491840,78.7256,66.4487,36.0884,34.6206,33.8135,69.1565,74.7581,128.5100,33.7866,33.4124,52.2764,29.9954,27.8184,27.6350,28.5547
493072,75.1936,65.4873,36.5850,34.8508,34.0068,69.2324,68.0190,127.8179,33.6667,33.3267,50.6426,30.2620,27.9258,27.8965,28.8384
494312,74.8608,67.0017,36.5679,36.2424,34.0459,69.3743,69.5210,127.0693,33.8086,45.0212,51.2615,30.3940,28.1118,28.1707,29.0266
495552,74.7214,65.4167,36.3943,34.7554,33.9019,68.7849,69.4404,127.2700,33.8552,42.2034,50.5544,30.2644,28.0508,27.7695,28.7036
496792,77.8450,65.4949,37.4290,34.8875,34.0386,69.0562,68.0605,127.6833,33.8650,33.5200,50.9946,30.4773,28.1069,35.5503,29.2395
498040,74.6040,65.7761,36.8271,34.9973,34.1560,69.7192,68.3884,127.6833,34.0215,33.6570,50.8796,33.8503,28.7209,28.3540,29.2493
499288,74.8755,70.5361,36.9299,34.8579,33.9824,73.3052,74.6555,129.6082,34.1216,40.8801,50.9043,31.0764,28.3882,28.7451,29.5012
500544,75.3257,65.3381,36.6753,34.7896,34.4324,69.0515,67.9653,132.0813,34.4470,33.9971,51.3982,30.5237,28.1387,27.9578,29.0144
501800,77.1919,65.7297,36.5801,34.6770,33.9309,68.9243,73.2710,132.2451,34.0876,33.6741,50.6670,30.5408,28.0679,27.7498,28.7551
503056,74.6309,65.4141,36.4236,34.7334,33.9187,70.1350,67.6060,127.5413,36.8955,37.9204,54.7297,30.5161,28.1191,28.0164,29.0046
504320,75.4529,76.4287,41.5332,38.0159,33.9114,69.2986,67.9873,127.7666,33.9407,33.5469,54.0229,30.5017,28.1780,27.5784,28.6499
505584,76.2478,65.4485,36.6975,37.6025,33.9041,68.7947,67.9998,127.4241,33.9434,33.4783,50.4246,30.5457,28.1875,27.6594,28.6843
506848,74.6921,65.8911,36.6021,34.8018,33.9431,68.8997,68.1587,127.7688,33.8796,33.4785,50.2046,30.4209,28.0508,27.4807,28.5276
508120,78.4050,64.9861,39.7036,34.7358,33.8918,69.2104,71.3433,148.8125,36.3794,33.4050,53.1006,30.4502,28.0679,27.4880,28.4641
509392,75.5676,65.6221,36.4871,34.6257,33.8110,68.5303,67.8162,127.6907,33.6938,33.3440,50.4834,30.3694,27.9602,27.4734,28.5007
510672,74.9316,65.2966,36.4382,34.5916,33.7327,68.8630,67.7354,127.2554,33.7231,33.3098,50.3220,30.3499,27.9502,27.4343,35.0046
511952,74.7017,65.3799,36.5947,34.6328,33.7844,73.6157,68.0242,127.6638,33.7302,33.4124,50.2241,30.5310,28.0605,31.2036,32.1162
513232,94.9160,65.4263,36.8640,34.7087,34.6306,72.6692,68.0754,126.8589,34.5815,37.0913,51.3860,30.4675,28.0435,27.2922,28.3611
514520,75.1152,65.7271,36.5505,34.7820,33.9995,69.2983,68.0728,130.8459,34.0090,33.4712,50.7966,30.4380,28.0872,27.4463,28.4763
515808,74.8901,65.7786,36.5481,34.8335,35.9758,69.8757,71.9377,128.4023,34.0681,33.6399,50.6816,30.5137,32.1135,27.4148,28.3247
517104,75.2156,65.4509,36.5435,34.7920,33.9626,75.3645,70.2646,127.2505,33.8918,45.2441,50.4026,33.3879,28.1484,27.2043,28.1582
518400,78.2339,65.6047,36.7637,34.8970,34.0581,71.5000,69.0100,128.1797,34.4153,34.0020,50.8723,30.5212,28.2095,27.2727,28.2439
519696,75.4575,65.8081,36.6094,35.1077,34.2686,69.0784,68.6821,128.5591,34.2051,33.7842,50.7183,30.4160,28.3491,27.1897,28.1606
521000,74.6162,65.7664,36.6951,35.2224,34.3125,69.5479,69.1272,131.1052,34.3884,33.8013,50.8235,30.5042,28.4299,27.1699,28.2219
522304,75.7024,68.0608,42.3379,35.5601,34.7090,69.8000,68.5061,128.1382,34.3909,34.0190,51.1267,30.6216,28.6133,27.1384,31.4214
523616,76.4165,67.4690,37.4265,36.7317,35.5405,70.9299,69.7778,129.4104,35.5503,35.2029,54.9744,31.8396,32.5930,28.7209,29.3179
524928,76.1515,69.2643,39.5632,39.0226,37.6947,72.0659,68.9603,128.2820,37.9909,37.5881,55.5964,39.9844,31.8654,28.4112,29.4869
526248,75.6812,68.6145,38.6511,37.7258,36.6368,69.3969,86.4747,130.2283,36.7850,36.3821,64.4744,32.5564,30.6021,30.7243,28.8192
527568,76.2610,69.0877,39.0459,38.0794,37.0345,70.1248,71.9310,129.2252,37.2371,36.5769,55.1336,32.1979,30.3263,27.6420,28.6477
528888,75.2291,68.4978,38.7497,37.3411,36.2599,73.7709,68.2301,128.8796,40.7118,36.2366,54.6140,32.2420,29.9523,27.5432,28.6918
530216,76.0840,72.5782,38.7263,37.8610,36.3562,69.6750,68.5575,128.5754,36.4965,36.0236,54.6163,32.1458,29.9341,27.6809,28.6970
531544,76.6820,68.8693,44.3585,40.1115,36.5616,70.4182,72.4768,131.0498,36.6861,36.3144,54.5152,32.2835,29.9808,27.9927,29.0869
532880,76.1907,68.5575,38.8589,37.2034,36.1274,69.2721,68.4405,127.9621,36.3250,35.9248,54.3178,32.3460,29.8249,27.9380,28.9647
534216,75.9204,70.6729,38.8122,40.0493,36.0547,72.6301,68.9160,129.8490,36.2781,35.7870,54.5100,32.4628,29.6742,28.1069,29.0610
535552,75.5305,74.2620,39.2568,40.5250,53.7798,86.3214,87.7427,153.2809,67.0319,36.2783,63.8350,32.6112,29.8433,28.2397,32.7645
536896,76.7990,69.3292,39.2073,47.7577,37.1149,69.7738,68.2324,128.3180,36.0911,35.6049,54.5152,32.1432,29.6042,28.1720,29.1777
538240,76.9497,69.3865,41.9385,39.8545,36.1147,73.8853,68.6742,130.0438,36.3043,35.9014,54.5178,32.2835,29.6949,28.5357,29.5702
539592,75.7746,69.1214,38.8226,37.2241,36.1066,69.9427,76.8508,141.6327,62.4265,52.7479,65.2879,51.8719,50.7364,36.1377,67.5359
540944,97.2239,82.7816,63.0529,66.7616,62.3354,93.9416,97.8451,169.6080,48.4594,37.1357,55.5523,32.6760,30.2952,29.0532,29.9315
542304,79.9435,69.3681,39.5995,45.1121,37.2319,72.4713,80.2918,151.0799,37.0060,36.3510,55.8355,40.2703,30.3318,33.2399,31.4104
543664,77.2848,71.7437,39.4436,37.7984,37.6348,89.0166,87.8130,139.1611,36.5069,36.0366,54.9414,33.2607,33.5520,30.0589,30.1292
545024,75.9152,68.4145,38.6744,36.9590,35.9429,69.7764,72.2532,131.6371,36.2498,35.9167,55.0114,35.4363,29.6872,29.1232,29.8952
546392,75.7279,68.5834,38.7992,37.0708,39.4957,69.7453,69.0358,128.8457,36.2029,35.7427,54.8425,32.3460,29.6898,29.3546,30.0981
547760,75.8968,68.2661,38.7733,37.0319,35.9974,69.8568,69.3735,129.1162,66.2936,36.1118,57.6052,32.3746,29.7079,29.3258,30.2511
549136,78.4438,68.4586,38.9785,40.6392,36.3458,76.0140,71.9748,130.0049,36.2833,39.0615,55.2558,34.2796,29.7131,29.3154,30.2306
550512,76.0815,68.8537,39.1655,42.9393,36.3510,69.8415,71.0005,128.7053,36.5746,36.0104,55.1105,32.6109,30.0355,30.0978,30.9712
551896,79.6083,70.3219,40.1429,55.1883,37.2944,82.5139,79.6109,131.1406,36.5642,36.1588,55.5756,33.0944,30.2848,30.5681,71.5411
553280,76.9601,69.0200,39.1632,37.0656,36.1092,69.6283,72.3442,130.4807,36.1925,35.7323,54.8143,32.2965,29.8949,51.7577,31.5844
554664,79.7069,69.3499,58.2835,36.9904,36.0000,69.9479,72.1935,129.2825,36.0493,35.6934,55.0921,32.4083,29.6508,29.8589,30.6280
556056,75.4630,68.9315,38.8537,37.0581,36.0210,70.0700,68.8226,133.9891,36.2913,35.8311,54.8298,32.2887,29.8405,30.0900,30.8099
557448,75.9411,75.6812,38.8226,43.0327,36.2054,73.2589,68.9652,131.9593,36.3821,35.9559,55.3624,32.3979,29.9237,29.8381,30.5214
558848,76.2869,79.2080,38.9292,42.5886,39.0047,72.4405,70.1530,132.6143,40.5144,36.1689,55.2298,32.3798,29.9497,30.2773,31.1064
560248,86.7058,77.1964,61.3375,37.6791,43.5707,71.6815,90.7917,151.6415,45.0991,36.0625,55.5339,32.4109,29.8719,30.4877,31.2285
561656,76.9105,69.2047,39.5634,63.0088,42.3805,70.7613,69.6827,135.2861,37.0475,36.5616,56.0537,33.1100,30.6176,31.0750,31.9173
563064,76.2137,72.9211,38.9603,37.3673,36.2498,72.2558,69.2410,128.7367,56.5684,36.2599,61.7377,32.4942,30.0249,30.7632,34.8488
564472,80.9569,70.8833,40.4104,37.4348,36.3873,70.2755,70.7380,129.1006,36.4680,36.1066,55.4923,32.5645,29.9940,30.8464,31.7377
565888,76.0892,68.9499,39.0770,37.3933,39.4957,70.2208,69.3422,148.2729,36.7953,36.1562,55.3388,38.6148,36.8864,31.0021,31.5922
567304,76.4506,68.9603,39.0329,37.2529,36.2029,70.2208,69.0848,128.9808,36.4080,35.9948,55.8226,32.4083,33.0685,31.4233,31.7818
568728,76.3518,69.1525,38.9655,38.9761,41.1722,74.1349,76.0060,157.7541,36.6991,36.1222,55.4534,32.4239,29.7912,31.2674,31.7585
570152,85.4506,69.6361,39.4309,37.4659,36.5198,84.9647,69.3447,129.1237,36.4135,38.6223,76.4584,33.8220,30.0223,34.8148,31.9925
571584,81.9865,69.0148,39.4514,37.2034,36.2680,73.6931,69.5709,128.7416,36.3043,35.9274,55.5626,32.6319,29.8822,31.5922,32.1302
573016,76.3883,72.0840,39.2488,44.8861,41.2187,73.1263,69.4358,131.2654,39.6021,42.3416,55.8822,32.8578,30.0848,31.3297,56.1577
574456,76.7494,69.4150,41.5022,37.3725,36.3302,73.8150,69.2565,129.2926,36.5250,36.1014,56.1447,32.7852,31.1450,32.0887,32.6916
575896,76.4480,68.9575,39.1839,37.2682,36.2703,70.5144,69.1917,129.4669,42.4249,36.2781,56.0848,32.7826,30.0485,32.0861,32.6838
577336,76.3048,77.8983,39.3346,41.2553,39.0148,70.7118,76.6298,130.4363,36.7486,45.5097,67.2371,32.8501,33.4140,31.9222,32.5538
578784,76.3518,70.1481,39.4361,37.4555,37.1852,70.7953,69.3084,128.9367,37.6322,37.1230,57.2700,32.9593,30.1160,32.1901,32.7201
580232,89.8664,70.0441,58.7722,37.3696,36.4524,85.6796,80.7673,139.1429,62.2054,55.4405,80.2475,72.3518,50.9702,70.2778,55.9863
581688,76.8013,69.8127,39.5790,44.7507,36.8394,71.0316,69.5894,129.4929,39.8830,36.2861,56.1240,32.8527,30.1499,32.4524,46.1492
583144,79.8083,69.8153,40.2470,37.3256,36.3432,70.7432,73.1185,131.4682,36.5743,36.0833,56.1188,32.9100,30.0511,32.7720,33.2892
584608,77.0949,69.6750,39.7113,37.4399,36.6213,79.7616,69.9427,129.7139,36.6732,36.2625,56.4905,33.1256,30.2381,33.2296,33.5572
586072,77.0482,78.6208,39.6387,37.6661,36.6680,72.9575,69.8672,129.4047,36.8034,36.3821,56.2955,33.1230,30.3681,32.8034,33.4610
587544,87.0674,71.8892,46.0114,37.5281,36.6939,72.7445,69.5320,130.2389,36.6734,36.3484,56.8957,32.7564,30.1289,32.8086,33.2713
589016,101.9307,69.9738,39.8467,47.5837,41.0835,75.6215,69.9294,130.1346,37.0293,36.4757,56.6358,33.2402,30.4047,33.4218,34.0794
590496,76.6739,69.6023,39.6724,37.7543,36.7357,71.1979,69.8750,133.4903,47.7943,36.4213,57.0023,36.3406,30.5266,34.0923,34.3626
591976,77.7032,69.7191,39.7764,37.5621,38.8122,79.5017,69.9193,133.8983,41.8399,41.0213,56.9556,33.1907,33.8220,33.9912,34.2978
593456,77.6565,75.1824,39.6957,61.1372,36.8706,78.7946,74.9743,133.5707,39.0981,36.5538,61.6859,38.3001,30.6254,34.5837,34.8825
594944,77.2249,70.2674,39.6905,41.4708,36.6420,71.6944,70.4755,138.9844,37.3256,36.2781,56.8283,33.2218,30.3341,34.3341,34.4693
596432,77.1676,70.1297,46.9341,37.8166,36.8550,71.3357,77.0379,133.7811,61.9092,40.1896,56.8776,33.4376,36.4288,38.0713,41.6166
597928,81.7629,76.5102,40.0882,38.1883,36.9460,71.7593,87.2049,139.0156,37.1281,36.6291,59.8846,33.5025,30.6176,34.3473,34.6355
599424,78.3816,71.1198,40.6470,38.0923,37.1071,71.9051,72.1388,133.7528,37.1852,36.8083,57.5741,34.0563,30.8698,35.4023,35.7844
600928,77.3655,72.2218,39.9141,38.0690,36.8550,71.5541,70.1507,130.4467,36.8602,36.4418,57.3715,33.2584,30.3629,33.9938,34.6615
602432,84.3696,88.9593,52.7167,37.9154,36.7147,90.6643,73.0223,150.0872,70.4104,85.3650,77.4981,57.4415,46.8975,63.7569,56.1914
603944,79.0703,76.2137,40.6003,38.4067,42.2843,72.5860,71.1383,132.0451,37.0682,36.6449,57.7691,33.5077,30.5006,34.9735,35.3738
605456,77.4252,70.2441,40.2703,37.9803,36.9696,71.8451,70.4936,131.4757,37.0267,39.8986,57.3870,33.7287,30.5292,35.1346,35.2490
606976,78.2283,77.5367,40.4444,38.2039,45.7645,71.9671,72.2846,137.0898,37.2607,66.9097,60.8643,39.2929,30.7658,35.3323,35.7115
608496,79.4054,70.5691,40.3507,37.8947,39.7896,72.0246,70.9847,135.1769,37.2034,36.7097,57.9772,33.6713,30.5785,38.4067,35.5401
610024,86.4514,70.1715,40.4288,37.9232,37.0241,75.5409,70.4962,131.1510,37.1956,36.7305,57.4988,33.6975,30.5761,38.9344,35.8519
611552,78.0335,76.7157,41.2942,38.4716,41.2708,72.0399,71.0161,144.8815,43.1603,42.0117,60.8254,45.7512,34.6329,36.6420,40.1896
613088,77.2978,70.3193,40.1323,37.8143,36.9590,71.4656,72.5676,133.2301,55.6612,40.4885,57.8288,33.5673,34.4641,35.4750,47.1134
614624,77.9684,70.2208,40.3089,37.9077,36.9175,71.8008,70.3611,130.6132,37.1126,36.6291,57.9875,38.1704,30.7502,35.8233,35.9585
616168,77.4770,70.0283,40.1818,37.6633,36.8057,74.4311,69.9582,142.5372,39.7089,36.5017,75.1665,46.5650,36.9256,36.0026,40.1144
617712,77.6202,72.4402,40.4470,38.0457,37.1515,75.6786,71.5305,134.0257,37.3204,36.8265,57.8210,33.9053,33.1826,43.1344,37.2060
619264,81.5341,70.3974,41.0916,37.7933,36.8446,71.9180,70.4444,134.6962,37.0815,36.5821,79.8109,47.2329,30.7946,41.7774,54.6711
620816,78.1582,72.6923,40.4262,37.9362,36.9538,72.0454,70.3767,136.7466,37.2477,36.6239,57.7663,36.6475,30.8879,36.2807,71.6711
622376,82.9349,85.7782,41.4241,67.2345,51.3339,86.2410,77.8929,143.5144,40.6755,37.1564,59.2088,34.1886,31.2311,37.0345,37.2789
623936,78.3816,75.2576,40.5014,42.1933,37.3411,72.9756,71.2135,137.1782,37.5204,37.0786,58.3798,33.9964,31.0125,37.1230,37.0815
625496,78.4778,71.2783,40.7380,41.6604,37.4296,72.1232,71.2994,143.3481,37.5284,37.0553,58.7022,36.8604,30.9191,61.9974,41.1045
627064,80.9935,70.9875,40.6158,38.3367,37.3518,77.6226,95.4698,133.3785,61.4309,37.4140,65.0851,37.2815,31.0905,45.5071,61.4700
628632,78.7481,79.2885,41.1123,61.5896,42.2246,72.3128,74.2049,131.8060,37.7466,37.3463,58.7619,34.2353,31.2467,37.6711,37.5673
630208,84.8633,70.6470,41.3930,42.0973,37.1930,72.5001,71.3616,131.5800,40.7486,37.0475,69.6127,58.7385,46.2246,60.5499,60.9243
631784,91.7453,82.0459,52.8856,51.7733,38.2067,73.5110,71.7048,134.2960,38.3912,37.9339,60.1056,45.1953,31.5323,58.3616,41.4815
633368,89.9912,76.1230,77.1704,39.2306,38.2872,74.1219,72.9782,134.6571,42.2765,38.0508,60.2018,34.8540,31.3453,37.7777,38.1364
634952,79.1559,81.3601,58.0187,45.9385,53.1300,78.3528,102.1152,137.1183,41.2137,41.2034,59.7883,34.6096,31.2464,38.1572,38.4067
636544,81.1728,72.1855,66.9824,39.4306,38.2197,81.8304,74.2493,145.9082,47.5629,37.5232,61.5505,34.8488,31.7170,38.4923,38.8695
638136,78.3582,72.1310,41.0472,39.0851,37.6350,76.2322,72.0506,138.6335,37.7650,37.3074,59.4091,34.4200,31.2309,38.0039,38.3961
