size,old,branchy,branchless,prefetch,careful,lowerBound,upperBound,equalRange,improvedLowerBound,improvedUpperBound,improvedEqualRange
4281620,1.0000,0.6568,0.4911,0.4438,0.3077,0.6627,0.7041,1.1243,0.3195,0.3373,0.7515
4303136,1.0000,0.6707,0.4634,0.3780,0.3232,0.7134,0.7378,1.1402,0.3110,0.3110,0.5976
4324760,1.0000,0.6948,0.4416,0.3312,0.3247,0.7338,0.7338,1.2403,0.3442,0.3442,0.8571
4346496,1.0000,0.8311,0.3200,0.2356,0.2356,0.5244,0.5244,0.8400,0.2356,0.2356,0.4578
4368340,1.0000,0.6627,0.5030,0.3195,0.3136,0.6627,0.6923,1.1361,0.3195,0.3195,0.6154
4390292,1.0000,0.6591,0.4716,0.3125,0.3068,0.6477,0.6648,1.1080,0.3011,0.3011,0.5852
4412356,1.0000,0.7436,0.4295,0.3397,0.3333,0.7308,0.7436,1.2436,0.3333,0.3333,0.6731
4434532,1.0000,0.6709,0.4114,0.3228,0.3101,0.6835,0.7025,1.1962,0.3291,0.3291,0.6203
4456820,1.0000,0.6914,0.4815,0.3272,0.3210,0.7654,0.6914,1.1790,0.3272,0.3148,0.6111
4479220,1.0000,0.6727,0.4485,0.3152,0.3091,0.6788,0.6909,1.1879,0.3091,0.3091,0.7152
4501732,1.0000,0.6597,0.6230,0.3455,1.0524,0.7958,0.6597,1.0681,0.4660,0.3037,0.5707
4524356,1.0000,0.6588,0.4118,0.3176,0.3000,0.6588,0.7000,1.1235,0.3176,0.3176,0.6000
4547092,1.0000,0.6706,0.5000,0.3176,0.3000,0.7176,1.3765,1.2000,0.4353,0.3824,0.7235
4569944,1.0000,1.3311,0.3919,0.3649,0.3446,0.7500,0.7838,1.2500,0.3378,0.3378,0.6622
4592912,1.0000,0.7285,0.4106,0.3510,0.3377,0.7351,0.7285,1.2450,0.3444,0.3444,0.6623
4615992,1.0000,1.1987,0.4702,0.4106,0.3709,0.7748,0.7682,1.2450,0.3576,0.4238,0.6821
4639188,1.0000,0.7039,0.4671,0.3421,0.3355,0.7171,0.7434,1.2039,0.3355,0.3355,0.6645
4662504,1.0000,0.7125,0.4000,0.3438,0.3438,0.7688,0.7438,1.2063,0.3375,0.3938,0.6625
4685936,1.0000,0.3404,0.1915,0.1672,0.1641,0.3495,0.3465,0.5866,0.1641,0.1641,0.3161
4709484,1.0000,0.7431,0.5000,0.3681,0.3611,0.8333,0.7708,1.2986,0.3611,0.3611,0.7014
4733152,1.0000,0.6688,0.4481,0.3247,0.3312,0.7013,0.7208,1.1948,0.3247,0.3247,0.6364
4756940,1.0000,0.6928,0.4575,0.3268,0.3268,0.7190,0.7124,1.2353,0.3268,0.3268,0.6405
4780848,1.0000,0.6846,0.4027,0.3356,0.3356,0.7114,0.7248,1.3557,0.3557,0.3557,0.7315
4804876,1.0000,0.7086,0.4570,0.3444,0.3311,0.7881,0.7483,1.2649,0.3377,0.3377,0.6623
4829024,1.0000,0.6941,0.4294,0.3118,0.3000,0.6765,0.7529,1.1471,0.3235,0.3118,0.5765
4853292,1.0000,0.7532,0.4810,0.3354,0.3418,0.7911,0.7215,1.1835,0.3291,0.3481,0.6646
4877684,1.0000,0.6829,0.9024,0.3171,0.3171,0.7195,0.7927,1.2500,0.3354,0.3354,0.6402
4902196,1.0000,0.6928,0.4337,0.3313,0.3313,0.6988,0.7410,1.1807,0.3313,0.3253,0.6386
4926832,1.0000,0.7237,0.5132,0.3487,0.3487,0.7434,0.7303,1.2237,0.3355,0.3355,0.6513
4951592,1.0000,0.6667,0.4943,0.3333,0.2989,0.6954,0.7184,1.1379,0.3046,0.2989,0.5977
4976476,1.0000,0.6437,0.4540,0.3391,0.3046,0.6839,0.6839,1.2011,0.4483,0.3161,0.6149
5001484,1.0000,0.6453,0.4826,0.3198,0.3140,0.6919,0.6919,1.1570,0.3140,0.3081,0.6105
5026620,1.0000,0.6441,0.4633,0.2994,0.3051,0.6441,0.6497,1.0847,0.3107,0.3107,0.5876
5051880,1.0000,0.6588,0.5059,0.3176,0.6059,0.7000,0.6706,1.1176,0.6765,0.3176,0.6118
5077268,1.0000,0.4249,0.4103,0.2271,0.2088,0.4359,0.4359,0.7106,0.2088,0.1978,0.3846
5102784,1.0000,0.6810,0.4724,0.3252,0.3190,0.6933,0.7423,1.1840,0.3190,0.3190,0.6319
5128428,1.0000,0.6485,0.4303,0.3091,0.3333,0.6909,0.6909,1.1515,0.3091,0.3212,0.5939
5154200,1.0000,0.6667,0.4678,0.3684,0.3333,1.0175,0.7135,1.1345,0.3158,0.3099,0.6023
5180104,1.0000,0.6886,0.4970,0.3353,0.4251,0.6707,0.7305,1.1377,0.3234,0.3293,0.6287
5206136,1.0000,0.5498,0.3033,0.2607,0.2559,0.5498,0.5829,0.9716,0.2512,0.2512,0.4882
5232300,1.0000,0.6914,0.5000,0.3765,0.3272,0.6914,0.6852,1.1358,0.3210,0.3148,0.6235
5258596,1.0000,0.6813,0.4625,0.3375,0.3313,0.7063,0.7250,1.1750,0.3438,0.3313,0.6438
5285024,1.0000,0.5596,0.3368,0.2746,0.2850,0.6010,0.5959,0.9793,0.2850,0.2746,0.5337
5311584,1.0000,1.1892,0.4324,0.4649,0.2973,0.6432,0.6432,1.6595,0.3027,0.2919,0.5784
5338276,1.0000,0.6726,0.4524,0.3214,0.3214,0.6905,0.8690,1.9107,0.3333,0.3333,1.1845
5365104,1.0000,0.6905,0.5000,0.3512,0.3274,0.7024,0.7202,1.1667,0.3869,0.3274,0.6250
5392068,1.0000,0.6286,0.4229,0.3029,0.3086,0.6629,0.6629,1.1657,0.3029,0.3086,0.7086
5419164,1.0000,0.5505,0.4091,0.2677,0.2727,0.5808,0.8485,1.0051,0.2828,0.2727,0.5152
5446396,1.0000,0.6529,0.4706,0.3118,0.3118,1.1059,1.0353,1.4176,0.3176,0.3118,0.5941
5473768,1.0000,0.6923,0.4167,0.3333,0.3333,0.7372,0.7372,1.2051,0.4359,0.3526,0.6346
5501276,1.0000,0.7355,0.6710,0.3677,0.3613,0.7613,0.7613,1.2258,0.3548,0.3484,0.6710
5528924,1.0000,0.6835,0.4367,0.3291,0.3228,0.7215,0.7342,1.1772,0.3228,0.3228,0.6329
5556708,1.0000,0.7208,0.4221,0.3571,0.3506,0.9416,0.7597,1.2338,0.3247,0.3312,0.6948
5584632,1.0000,0.6835,0.4304,0.3228,0.3101,0.7152,0.7342,1.4114,0.3165,0.3165,0.6203
5612696,1.0000,0.8267,0.4533,0.3400,0.3400,0.7333,0.7600,1.2267,0.3400,0.3400,0.6600
5640904,1.0000,0.3498,0.1827,0.1703,0.1641,0.3653,0.3715,0.5944,0.1672,0.1672,0.3467
5669252,1.0000,0.7233,0.4277,0.3396,0.3396,0.7484,1.0377,1.5220,0.3522,0.3396,0.6604
5697744,1.0000,0.6968,0.4129,0.3290,0.3226,0.7290,0.7355,1.4774,0.3548,0.3742,0.6710
5726376,1.0000,0.6909,0.5152,0.3212,0.3273,0.7212,0.7273,1.5394,0.3394,0.3273,0.6545
5755152,1.0000,0.4630,0.2296,0.2140,0.2062,0.5253,0.4630,0.7743,0.2023,0.2023,0.3969
5784076,1.0000,0.7012,0.4634,0.3354,0.3232,0.7256,0.7012,1.1585,0.3171,0.3171,0.6159
5813144,1.0000,0.9202,0.4172,0.3374,0.3252,0.7362,0.7178,1.2147,0.3313,0.3190,0.6258
5842356,1.0000,0.4354,0.2546,0.2177,0.2030,0.4428,0.7232,0.9852,0.2583,0.2472,0.5867
5871716,1.0000,0.6313,0.4469,0.3017,0.2905,0.6592,0.6648,1.0950,0.3073,0.3128,0.5810
5901224,1.0000,0.5978,0.4348,0.2935,0.2826,0.7880,0.6576,1.1087,0.2880,0.2880,0.5543
5930880,1.0000,0.6726,0.4048,0.3155,0.3036,0.7143,0.7321,1.2440,0.3631,0.3155,0.6012
5960684,1.0000,0.5556,0.4155,0.2705,0.2609,0.5700,0.5749,0.9517,0.2657,0.2609,0.4976
5990640,1.0000,0.6554,0.4633,0.3277,0.3277,0.6949,0.7006,1.1299,0.3164,0.4011,0.6102
6020744,1.0000,0.6923,0.4675,0.3195,0.3669,0.7041,0.6982,1.3018,0.4320,0.3254,0.9231
6051000,1.0000,0.6824,0.4941,0.3235,0.3118,0.6941,0.6882,1.1471,0.3118,0.3118,0.6059
6081408,1.0000,0.6548,0.6488,0.3214,0.3274,0.6905,0.7500,1.1786,0.3333,0.3393,0.6310
6111968,1.0000,0.6890,0.4268,0.3232,0.3354,0.7256,0.7317,1.1646,0.3293,0.3232,0.6159
6142684,1.0000,0.7151,0.4525,0.3017,0.2961,0.6536,0.6816,1.0782,0.2905,0.2961,0.5922
6173552,1.0000,0.6813,0.4125,0.3313,0.3250,0.7250,0.7438,1.1750,0.3250,0.3250,0.6438
6204576,1.0000,0.6832,0.4596,0.3354,0.5342,0.8012,0.7950,1.2422,0.3416,0.3292,0.6460
6235756,1.0000,0.6077,0.3923,0.2873,0.3039,0.6630,0.6851,1.0829,0.2928,0.3039,0.5580
6267092,1.0000,0.6746,0.4320,0.3373,0.3077,0.7456,0.7278,1.2071,0.3195,0.3136,0.6095
6298588,1.0000,0.6034,0.3855,0.2961,0.2849,0.6480,0.6648,1.1061,0.2905,0.2905,0.5642
6330240,1.0000,0.6145,0.4022,0.2961,0.3352,0.6480,0.6927,1.1229,0.3017,0.3017,0.5642
6362052,1.0000,0.6271,0.4181,0.3051,0.2994,0.6667,0.6949,1.1186,0.2994,0.2994,0.5819
6394024,1.0000,0.9371,0.4277,0.3522,0.3522,0.7610,0.8113,1.2516,0.3522,0.3522,0.6730
6426156,1.0000,0.5969,0.3508,0.2880,0.2775,0.6335,0.6387,1.0314,0.9372,0.3298,0.7120
6458452,1.0000,0.6215,0.4237,0.2994,0.2994,0.7175,0.6949,1.0847,0.5311,0.3333,0.5819
6490908,1.0000,0.6138,0.3968,0.3016,0.2857,0.6561,0.6614,1.0899,0.2910,0.2963,0.6190
6523528,1.0000,0.6949,0.3616,0.2881,0.2881,0.6441,0.6497,1.0452,0.2881,0.2881,0.5593
6556312,1.0000,0.6424,0.4182,0.3152,0.3091,0.6848,0.7030,1.2424,0.3333,0.3212,0.6182
6589260,1.0000,0.6271,0.4294,0.4689,0.3051,0.6893,0.7514,1.1073,0.3107,0.3051,0.5932
6622372,1.0000,0.6707,0.4085,0.3232,0.3720,0.7195,0.7317,1.1829,0.3171,0.3354,0.6220
6655652,1.0000,0.6649,0.4108,0.2919,0.2811,0.6324,0.6865,1.0378,0.2919,0.3027,0.5351
6689100,1.0000,0.9247,0.6452,0.3118,0.3118,0.6398,0.6613,1.0538,0.3118,0.3065,0.5806
6722716,1.0000,0.6183,0.4247,0.3065,0.3065,0.8387,0.7258,1.0860,0.2849,0.2849,0.5538
6756500,1.0000,0.5714,0.3827,0.2653,0.3061,0.5918,0.6429,1.0000,0.2653,0.2653,0.5204
6790456,1.0000,0.6099,0.4121,0.2912,0.2912,0.6374,0.7143,1.1429,0.3022,0.2967,0.6813
6824580,1.0000,0.5455,0.3349,0.2584,0.2584,0.5646,0.5598,0.9187,0.2584,0.2584,0.5024
6858876,1.0000,0.5939,0.3604,0.2640,0.2690,0.5736,0.5888,0.9746,0.2690,0.2640,0.5127
6893344,1.0000,0.6503,0.4590,0.3169,0.3169,0.6885,0.6776,1.1257,0.3060,0.3005,0.5847
6927984,1.0000,0.5000,0.3043,0.2391,0.2348,0.5783,0.5391,0.8609,0.2522,0.2522,0.4826
6962800,1.0000,0.6236,0.4438,0.3034,0.2865,0.7022,0.6685,1.2978,0.3090,0.2978,1.1629
6997792,1.0000,0.6316,0.4386,0.3041,0.3743,0.6667,0.7310,1.1111,0.3099,0.3041,0.5965
7032960,1.0000,0.6286,0.4000,0.2971,0.2971,0.6571,0.6629,1.3943,0.3200,0.3200,0.6057
7068304,1.0000,0.7983,0.2605,0.2563,0.2395,0.5084,0.5126,0.8487,0.2311,0.2311,0.4370
7103824,1.0000,0.6243,0.4104,0.3006,0.3006,0.7746,0.6936,1.2370,0.3064,0.5838,0.5896
7139524,1.0000,0.7346,0.4444,0.3210,0.3210,0.6914,0.7593,1.1790,0.3210,0.3148,0.6790
7175404,1.0000,0.6292,0.4101,0.2978,0.2978,0.6573,0.6573,1.1067,0.2978,0.2978,0.6011
7211464,1.0000,0.7953,0.6316,0.3216,0.3216,0.6491,0.6725,1.1170,0.3216,0.3158,0.8596
7247704,1.0000,0.6129,0.3817,0.2903,0.2849,0.6398,0.6505,1.0860,0.2903,0.2849,0.5591
7284128,1.0000,0.6890,0.4329,0.3476,0.3415,0.7134,0.7500,1.1829,0.3415,0.3415,0.6585
7320732,1.0000,0.6647,0.4132,1.0659,0.5389,0.7006,0.7066,1.1437,0.3234,0.3174,0.6467
7357520,1.0000,0.5657,0.2980,0.2778,0.2727,0.5859,0.6010,1.0051,0.2778,0.3333,0.5101
7394496,1.0000,0.6585,0.4329,0.3232,0.3232,0.7134,0.7134,1.1707,0.3171,0.3171,0.6220
7431656,1.0000,0.6257,0.3977,0.3041,0.2982,0.6550,0.6901,1.2924,0.3158,0.4678,0.5965
7469004,1.0000,0.6158,0.3729,0.2994,0.2938,0.6441,0.6554,1.1073,0.2994,0.2994,0.5763
7506540,1.0000,0.6564,0.3865,0.3190,0.3190,0.6933,0.6933,1.1595,0.3190,0.3190,0.6196
7544264,1.0000,0.6124,0.3820,0.2978,0.2978,0.7247,0.6854,1.0843,0.2978,0.3820,0.5843
7582176,1.0000,0.6474,0.4104,0.3179,0.3179,0.6705,0.6763,1.1387,0.3121,0.3179,0.7341
7620280,1.0000,0.5000,0.2712,0.2585,0.2373,0.9619,0.7500,0.8898,0.2373,0.2373,0.4534
7658576,1.0000,0.8323,0.4251,0.3174,0.3174,0.6946,0.7246,1.1497,0.3174,0.3772,0.6168
7697064,1.0000,0.5566,0.3167,0.5023,0.2534,0.5792,0.5837,0.9231,0.2534,0.2534,0.4842
7735744,1.0000,0.6114,0.5200,0.4457,0.4171,0.6514,0.6743,1.1086,0.2971,0.2971,0.5714
7774620,1.0000,0.6044,0.3901,0.3462,0.2802,0.6374,0.6758,1.3132,0.2857,0.2857,0.5549
7813692,1.0000,0.6552,0.4080,0.5230,0.3046,0.6839,0.7069,1.1264,0.3276,0.3103,0.5920
7852960,1.0000,0.5934,0.3626,0.2912,0.2802,0.6648,0.6319,1.2967,0.2967,0.5275,0.5549
7892424,1.0000,0.6556,0.4278,0.3278,0.3222,0.6889,0.6944,1.1333,0.3222,0.3222,0.6167
7932088,1.0000,0.5957,0.3511,0.2926,0.2872,0.6330,0.6383,1.0266,0.2926,0.2926,0.5638
7971948,1.0000,0.9130,0.3859,0.2935,0.2880,0.6467,0.6413,1.1304,0.2989,0.2935,0.5598
8012012,1.0000,0.6527,0.4251,0.3174,0.3114,0.6946,0.8263,1.1677,0.3234,0.3234,0.6168
8052276,1.0000,0.6100,0.3850,0.3000,0.3000,0.7600,0.5950,1.0450,0.2850,0.2850,0.5500
8092740,1.0000,0.6224,0.3878,0.2959,0.2908,0.7092,0.6888,1.1939,0.2959,0.2908,0.5510
8133408,1.0000,0.6402,0.3757,0.2963,0.3810,0.6349,0.6508,1.1111,0.3175,0.3122,0.5820
8174280,1.0000,0.6158,0.4421,0.2947,0.2895,0.6158,0.6842,1.0737,0.2947,0.2947,0.5842
8215360,1.0000,0.6150,0.3636,0.2941,0.2888,0.6578,0.6631,1.1016,0.2941,0.2941,0.5668
8256644,1.0000,0.6286,0.3486,0.3086,0.3029,0.6514,0.6571,1.1086,0.3086,0.3029,0.5886
8298136,1.0000,0.6461,0.4213,0.3034,0.2921,0.6629,0.6629,1.1067,0.3034,0.3652,0.5787
8339836,1.0000,0.6201,0.3352,0.2961,0.2905,0.6648,0.6704,1.0894,0.2961,0.5307,0.6592
8381748,1.0000,0.6120,5.8634,0.2951,0.2896,0.8033,0.6940,1.1038,0.3169,0.3224,0.6120
8423868,1.0000,0.6845,0.3690,0.3274,0.3274,0.6786,0.6964,1.1786,0.3274,0.3214,0.6310
8466200,1.0000,0.6263,0.3895,0.3105,0.3105,0.6263,1.2421,1.0316,0.3000,0.3053,0.5737
8508744,1.0000,0.6278,0.3778,0.3056,0.3056,0.6389,0.6944,1.0667,0.3056,0.3056,0.8722
8551504,1.0000,0.6085,0.3439,0.2963,0.3016,0.6296,0.6402,1.1270,0.3862,0.3333,0.5820
8594480,1.0000,0.7074,0.4255,0.3032,0.3298,0.9255,0.7713,1.0957,0.3032,0.3032,0.5851
8637672,1.0000,0.6417,0.4225,0.2941,0.5294,0.6684,0.6684,1.1123,0.2995,0.2995,0.5775
8681080,1.0000,0.6333,0.4278,0.3056,0.3056,0.6333,0.6611,1.0667,0.3056,0.4167,0.5944
8724704,1.0000,0.6882,0.4892,0.3011,0.3011,0.6398,0.6505,1.0484,0.3011,0.3118,0.6505
8768548,1.0000,0.6324,0.4054,0.3135,0.3135,0.6595,0.6703,1.0649,0.3135,0.3135,0.6000
8812612,1.0000,0.7011,0.3908,0.5460,0.3391,0.9885,0.7241,1.2299,0.3448,0.3448,0.6552
8856900,1.0000,0.3665,0.2841,0.1648,0.1619,0.3608,0.4460,0.5795,0.1563,0.1591,0.3040
8901408,1.0000,0.6105,0.3632,0.2947,0.2895,0.6211,0.6263,1.0526,0.2895,0.2895,0.6158
8946140,1.0000,0.6704,0.3966,0.3296,0.4469,0.6648,0.7263,1.3240,0.3240,0.3128,0.6034
8991096,1.0000,0.6609,0.4023,0.3276,0.3276,0.7356,0.6724,1.0977,0.3103,0.3218,1.0172
9036280,1.0000,0.3898,0.2169,0.1898,0.1898,0.4475,0.4237,0.7153,0.1898,0.1898,0.3695
9081692,1.0000,0.8889,0.3862,0.3228,0.4550,0.6508,0.6561,1.0476,0.3016,0.3016,0.6243
9127332,1.0000,0.8580,0.3807,1.1705,0.7102,1.0795,0.7045,1.2557,0.3239,0.3409,0.6193
9173200,1.0000,0.6211,0.4158,0.3105,0.3053,0.6211,0.6421,1.0579,0.3053,0.3053,0.5789
9219300,1.0000,0.6010,0.3889,0.2929,0.2929,0.6162,0.7020,1.3030,0.4495,0.4040,0.5909
9265632,1.0000,0.5327,0.3224,0.2617,0.2570,0.5514,0.5467,0.9393,0.2570,0.2570,0.5140
9312196,1.0000,0.5637,0.3725,0.3088,0.2696,0.6078,0.6225,1.0000,0.2745,0.2843,0.5294
9358992,1.0000,0.6536,0.4302,0.3296,0.3296,0.6927,0.7095,1.1117,0.3687,0.3296,0.6313
9406024,1.0000,0.7847,0.5550,0.2775,0.2679,0.6220,0.9856,1.1340,0.3062,0.3110,0.5694
9453292,1.0000,0.4622,0.3109,0.2311,0.2815,0.5210,0.5126,0.8487,0.2395,0.4622,0.4958
9500796,1.0000,0.5744,0.3949,0.2872,0.2872,0.5949,0.6154,1.0000,0.2821,0.2821,0.5590
9548540,1.0000,0.5792,0.4109,0.2871,0.2822,0.6337,0.9901,1.0891,0.3168,0.3020,0.5842
9596524,1.0000,0.6073,0.3770,0.2880,0.2880,0.6230,0.6283,1.0628,0.2880,0.2880,0.5654
9644748,1.0000,0.6243,0.4144,0.3039,0.3039,0.6575,0.6519,1.0663,0.3039,0.5359,0.5856
9693216,1.0000,0.5446,0.3427,0.2676,0.3333,0.5587,0.5775,0.9906,0.2676,0.2629,0.5070
9741928,1.0000,0.5894,0.4203,0.2802,0.2754,0.6135,0.6232,1.0000,0.2754,0.2754,0.7633
9790884,1.0000,0.6304,0.4130,0.3098,0.3098,0.6467,0.6739,1.0598,0.3152,0.3804,0.6141
9840088,1.0000,0.5891,0.4406,0.2871,0.2871,0.6337,0.6683,1.0941,0.2871,0.2871,0.5594
9889536,1.0000,0.6114,0.3782,0.2902,0.2850,0.6218,1.3109,1.1658,0.3109,0.3109,0.5959
9939236,1.0000,0.6383,0.3883,0.3138,0.3138,0.6596,0.6702,1.1117,0.3138,0.3138,0.8351
9989184,1.0000,0.6203,0.4064,0.2995,0.2941,0.6257,0.7433,1.1230,0.3155,0.3102,0.7326
10039384,1.0000,0.6000,0.4053,0.2947,0.2947,0.6263,0.7263,1.0421,0.2947,0.3316,0.5737
10089836,1.0000,0.6425,0.4134,0.3128,0.3073,0.6592,0.7207,1.2346,0.3296,0.3240,0.6201
10140540,1.0000,0.5842,0.3515,0.2772,0.2772,0.7970,0.6040,0.9802,0.3762,0.2871,0.5495
10191500,1.0000,0.7391,0.4674,0.3152,0.3098,0.7011,0.9130,1.3043,0.3098,0.3098,0.6576
10242716,1.0000,0.6284,0.4153,0.3060,0.3060,0.6557,0.6667,1.0601,0.3060,0.3060,0.5902
10294188,1.0000,0.5225,0.3288,0.2523,0.2523,0.5450,0.5721,0.8919,0.2523,0.2523,0.4910
10345920,1.0000,0.5808,0.3889,0.2828,0.2778,0.6010,0.6414,1.0051,0.2828,0.2828,0.5404
10397912,1.0000,0.6495,1.0000,0.3041,0.2990,0.6340,0.6134,1.0206,0.4278,0.3866,1.1701
10450164,1.0000,0.6000,0.3474,0.2947,0.2895,0.6368,0.7211,1.0263,0.2947,0.2895,0.5632
10502680,1.0000,0.6296,0.4286,0.2963,0.2963,0.6296,0.6402,1.0952,0.2963,0.2963,0.5767
10555460,1.0000,0.5969,0.3827,0.3418,0.3520,0.9184,0.6633,1.0204,0.2908,0.2908,0.5612
10608504,1.0000,0.6129,0.3978,0.3011,0.3011,0.6613,0.6344,1.2849,0.3011,0.3011,0.5806
10661816,1.0000,0.5217,0.2957,0.2522,0.2478,0.5435,0.6826,0.9304,0.2652,0.2696,0.4957
10715396,1.0000,0.5535,0.3442,0.2605,0.2605,0.5767,0.5721,1.1488,0.2605,0.2605,0.5070
10769244,1.0000,0.6170,0.4202,0.2979,0.2979,0.7926,0.6489,1.0691,0.2979,0.2979,0.5798
10823364,1.0000,0.7232,0.3214,0.2679,0.2679,0.7277,0.7411,0.9866,0.2768,0.2723,0.5179
10877756,1.0000,0.6212,0.3636,0.3030,0.3030,0.6414,0.6970,1.0505,0.3030,0.3081,0.5707
10932420,1.0000,0.5695,0.3722,0.2646,0.2601,0.6323,0.5874,0.9283,0.2601,0.2691,0.5112
10987360,1.0000,0.5610,0.4098,0.3073,0.2829,0.5902,0.6098,1.1268,0.2976,0.4439,0.5463
11042576,1.0000,0.5043,0.3276,0.3017,0.2672,0.5474,0.5819,0.8836,0.2629,0.2672,0.5043
11098068,1.0000,0.5336,0.3109,0.2731,0.2563,0.5588,0.7689,0.8571,0.2815,0.2395,0.4664
11153840,1.0000,0.6332,0.4271,0.2965,0.2965,0.6332,0.6533,1.0402,0.2965,0.2965,0.5779
11209892,1.0000,0.6094,0.6875,0.2917,0.2917,0.6458,0.6510,1.0469,0.2865,0.3906,0.5625
11266224,1.0000,0.6436,0.4787,0.3032,0.3457,0.6543,0.6596,1.5372,0.4787,0.3138,0.5798
11322840,1.0000,0.6059,0.3498,0.2906,0.3005,0.6305,0.6453,1.0148,0.2906,0.2906,0.6798
11379740,1.0000,0.6070,0.3682,0.3184,0.2836,0.6368,0.6368,0.9950,0.2786,0.2836,0.5423
11436928,1.0000,0.5846,0.3436,0.2821,0.2821,0.8359,0.7128,1.3538,0.2974,0.2923,0.5538
11494400,1.0000,0.6384,0.3973,0.3036,0.3036,0.7009,0.6652,1.0134,0.3036,0.4554,0.5402
11552164,1.0000,0.5221,0.4248,0.2832,0.2788,0.5265,0.5354,0.8761,0.2743,0.2743,0.5929
11610216,1.0000,0.4596,0.2684,0.2537,0.2279,0.4853,0.4926,0.7794,0.2243,0.2610,0.4522
11668560,1.0000,0.6650,0.3695,0.2808,0.2709,0.6108,0.6158,0.9557,0.2759,0.2709,0.5320
11727196,1.0000,0.5488,0.3488,0.2651,0.3256,0.6465,0.6419,1.0279,0.2698,0.2884,0.5163
11786128,1.0000,0.5789,0.2446,0.1981,0.1920,0.5789,0.4180,0.6378,0.1827,0.2043,0.3498
11845356,1.0000,0.5742,0.3828,0.2775,0.2727,0.6651,0.5933,0.9665,0.2727,0.3254,0.5311
11904884,1.0000,0.4398,0.3308,0.2105,0.2068,0.4586,0.5263,0.7556,0.3835,0.2180,0.4098
11964708,1.0000,0.5686,0.3725,0.2794,0.2745,0.6176,0.6176,1.3039,0.2794,0.3088,0.5539
12024836,1.0000,0.6178,0.3874,0.2932,0.2932,0.6335,0.6859,1.0576,0.2932,0.2932,0.5707
12085264,1.0000,0.5789,0.5742,0.2727,0.2727,0.7081,0.6172,1.0000,0.2679,0.2679,0.5215
12145996,1.0000,0.5673,0.3894,0.2740,0.2740,0.6058,0.6106,0.9760,0.2740,0.2740,0.5481
12207032,1.0000,0.5894,0.3575,0.2802,0.2802,0.6667,1.0773,1.1014,0.2850,0.2850,0.5411
12268376,1.0000,0.4981,0.3887,0.2302,0.2264,0.5434,1.0377,0.8113,0.2377,0.2604,0.4302
12330028,1.0000,0.5842,0.3762,0.2822,0.2822,0.8267,0.7426,1.3218,0.3317,0.3168,0.6436
12391988,1.0000,0.6180,0.3519,0.3090,0.3906,0.7082,0.5880,1.0815,0.2790,0.3133,0.5365
12454260,1.0000,0.6368,0.3679,0.4670,0.2877,0.6981,0.6226,1.0000,0.2783,0.3019,0.6038
12516848,1.0000,0.5631,0.3544,0.2767,0.2767,0.5922,0.9029,1.0388,0.2816,0.2816,0.5922
12579748,1.0000,0.4656,0.2519,0.2252,0.2214,0.5076,0.4924,0.7748,0.2481,0.2672,0.4237
12642964,1.0000,0.4423,0.3173,0.1955,0.1923,0.7468,1.1667,0.7340,0.2019,0.1891,0.3654
12706500,1.0000,0.5896,0.3538,0.3255,0.3113,0.6415,0.6226,0.9906,0.2783,0.6038,0.5896
12770352,1.0000,0.5676,0.4054,0.2748,0.2793,0.5991,0.5586,1.1261,0.2883,0.2658,0.5045
12834528,1.0000,0.5822,0.3156,0.2533,0.2533,0.7422,0.5956,0.9289,0.2578,0.2533,0.4933
12899024,1.0000,0.5600,0.3733,0.2533,0.2578,0.5467,0.5556,0.9156,0.2578,0.2533,0.4889
12963844,1.0000,0.5769,0.3702,0.2788,0.2740,0.6154,0.6346,0.9856,0.5048,0.2885,0.5529
13028992,1.0000,0.3537,0.2163,0.1756,0.1679,0.3562,0.3410,0.5369,0.1578,0.1628,0.2977
13094468,1.0000,0.5677,0.3362,0.4410,0.2926,0.6507,0.6332,0.9301,0.2751,0.2751,0.5328
13160272,1.0000,0.6231,0.4623,0.4623,0.3367,0.6985,0.7136,1.1658,0.3116,0.5377,0.5628
13226408,1.0000,0.5339,0.3575,0.2579,0.2579,0.5882,0.7602,0.9774,0.2941,0.2805,0.5294
13292876,1.0000,0.6147,0.4459,0.2900,0.3247,0.6190,0.5974,1.1558,0.4459,0.2511,0.4892
13359676,1.0000,0.4880,0.3400,0.2720,0.2440,0.5520,0.5600,0.8800,0.2440,0.2720,0.4560
13426812,1.0000,0.5509,0.3611,0.2824,0.2731,0.5833,0.5926,0.9306,0.2824,0.2731,0.5370
13494284,1.0000,0.5360,0.3243,0.2568,0.2568,0.6486,0.5856,0.9279,0.2568,0.2568,0.4955
13562096,1.0000,0.8271,0.3738,0.2804,0.2757,0.5935,0.6215,0.9439,0.2710,0.2710,0.5093
13630248,1.0000,0.5708,0.3962,0.3066,0.2925,0.6509,0.7264,1.0142,0.3019,0.2925,0.5613
13698744,1.0000,0.5707,0.3659,1.0732,0.3415,0.7659,0.6780,1.0927,0.2829,0.2829,0.6049
13767584,1.0000,0.5647,0.3750,0.2802,0.2802,1.1207,0.6897,0.9440,0.2586,0.2543,0.4871
13836768,1.0000,0.6058,0.3846,0.3510,0.3077,0.6394,0.6442,1.0288,0.2981,0.3029,0.5625
13906300,1.0000,0.6667,0.3611,0.3380,0.3241,0.6435,0.6250,0.9815,0.2870,0.2963,0.5231
