size,old,branchy,branchless,prefetch,careful,lowerBound,upperBound,equalRange,improvedLowerBound,improvedUpperBound,improvedEqualRange,inlineAsm,inlinePrefetch,alexandrescuLowerBound,alexandrescuUpperBound
1376,35.9500,27.5614,9.2002,10.7344,10.4384,26.3738,25.9802,38.1395,10.3214,11.2041,20.2004,8.3220,9.3632,14.9266,18.3621
1384,41.0045,27.6884,9.2002,11.2267,10.4500,26.2375,29.7540,53.0598,10.3461,11.1942,20.0836,8.3307,9.3484,15.0437,18.3721
1392,34.0992,27.9821,9.1853,10.7168,10.4462,26.9363,30.1018,47.0668,10.3208,11.1934,20.1925,8.3309,9.3450,14.6259,17.9376
1400,38.5095,30.5995,9.1896,11.5936,10.4454,29.5120,27.3027,38.4117,10.3218,11.1948,20.1722,8.3257,9.3622,14.5424,17.9478
1408,36.8958,28.1595,9.1991,10.7404,10.4395,26.7711,27.8445,38.7229,10.3577,11.1914,19.8766,8.3239,9.3447,15.0599,18.3828
1416,44.4702,27.9974,9.7740,11.6586,10.7654,27.0745,34.7106,37.9718,10.3391,11.1985,20.1340,8.3289,9.7960,15.0247,18.4126
1424,35.4216,28.6229,9.2405,10.7386,10.4369,27.8337,30.2205,43.7434,10.3308,11.2036,20.0779,8.3267,9.3497,15.0151,18.3043
1432,41.1396,30.6499,9.1613,10.7245,10.4314,29.4517,27.2036,38.7373,10.3226,11.1613,20.0830,8.3125,9.2991,14.6951,18.0129
1440,35.3948,28.0519,9.1863,10.7229,10.4381,27.0011,30.2762,54.7345,10.3152,11.2031,19.9264,8.3296,9.3419,14.4584,17.7678
1448,34.7277,27.7725,9.0261,10.7076,10.4338,26.6897,29.9194,53.3718,10.2772,11.1431,19.8860,8.3003,9.2765,13.0439,16.4496
1456,40.0308,30.0504,9.2019,10.7262,10.4457,28.9012,27.5710,39.2640,10.3046,11.1583,20.1107,8.3121,9.2994,13.3435,16.6448
1464,40.7244,32.7350,9.2150,10.7358,10.4363,28.3381,29.9514,50.8107,10.3275,11.1982,20.1139,8.3215,9.3467,14.3624,17.4281
1472,37.0315,32.4524,9.1554,10.7091,10.4446,26.8087,29.3748,39.7991,10.3633,11.1946,19.7192,8.3311,9.3669,13.4873,16.6202
1480,41.0508,28.5375,9.1775,10.7363,10.4454,26.9130,29.5392,48.2128,10.3373,11.2017,19.6318,8.3317,9.3663,13.0162,15.9769
1488,39.1951,30.8630,9.0519,10.7075,10.4169,29.6447,26.8995,37.8740,10.2983,11.1478,19.5260,9.9580,10.1023,13.2197,16.4338
1496,37.3558,28.4480,9.1824,10.7319,10.4480,27.3319,30.4227,53.2335,10.3624,11.1921,19.8351,8.3300,9.3451,14.0366,17.1896
1504,33.5089,28.7015,9.1504,10.6942,10.4436,27.2684,30.6494,46.5615,10.3259,11.2000,19.5386,8.3751,9.3455,13.4755,16.6830
1512,39.7059,28.5803,9.0616,10.7283,10.4313,27.1956,30.9021,46.0428,10.3580,11.1552,19.8668,8.3180,9.2987,13.6506,16.5994
1520,39.3843,30.9796,9.2158,10.7380,10.4381,30.4802,27.8890,39.8613,10.3220,11.1555,19.1584,8.3134,18.1147,13.7058,16.6282
1528,37.5565,28.8245,9.2095,10.7271,10.4432,27.8595,31.0552,55.4147,10.3121,11.1913,19.2069,8.3254,9.3413,13.2925,16.5221
1536,39.6696,28.4363,9.2368,10.7474,10.4412,28.0200,29.8796,52.8883,10.3281,11.1891,19.1923,8.3309,9.3673,13.0883,16.3102
1544,41.9163,30.5043,9.1498,10.7245,10.4288,28.6907,28.4944,39.2316,10.3024,11.1583,19.0298,8.3173,9.2913,14.1099,17.4075
1552,39.9172,28.0525,9.2400,10.7213,10.9393,27.1809,30.8386,49.5038,10.3328,11.7068,19.2955,8.3230,9.3636,13.1917,16.3353
1560,39.9019,30.6410,9.1901,10.7230,10.4469,29.9004,28.3674,39.8439,10.3136,11.2021,19.0442,8.3247,9.3325,12.8708,15.9702
1568,38.1721,28.9434,9.2407,13.3914,10.4462,27.5315,30.7255,41.5360,10.3162,11.1863,19.0769,8.3312,9.3446,12.6487,15.8961
1576,39.8171,28.2908,9.2369,10.7216,10.4377,27.5551,30.5045,46.6316,10.3323,11.2040,18.6726,8.3269,9.3483,12.0951,14.7452
1584,40.1144,30.6027,9.2358,10.7435,10.4515,29.7861,27.4873,40.0679,10.3529,11.2003,18.9587,8.3275,9.3462,12.8837,15.9512
1592,37.2385,28.6205,9.1709,10.7206,10.4421,27.8281,31.2216,54.8190,10.3226,11.1906,18.8254,8.3341,9.3640,12.2948,15.4507
1600,38.8201,28.1069,9.2345,10.7073,10.4467,27.4106,31.1307,49.3154,10.3124,11.1857,18.8245,8.3256,9.3490,12.4771,15.5283
1608,43.2881,30.7938,9.2101,10.7258,10.4551,30.0653,26.8137,42.8792,10.3335,11.1995,19.1504,8.3293,9.8367,12.9999,16.1411
1616,40.2467,32.8939,9.2378,10.7175,10.4481,26.3301,30.3652,50.8138,10.3394,11.1915,18.8573,8.3250,9.3461,15.6948,16.0844
1624,37.7345,29.4702,9.2115,10.7161,10.4373,27.8782,32.9758,51.2145,10.3392,11.1857,18.9622,8.3242,9.3665,12.3031,15.5424
1632,39.2910,31.1992,9.1522,10.7271,10.4266,30.2905,27.6260,41.5575,10.3007,11.1611,19.0510,8.3174,9.3016,12.7354,15.7063
1640,41.9939,29.1871,9.0433,10.6996,10.4208,28.8811,31.1008,44.2991,10.2985,11.1490,18.8423,8.2983,9.2760,12.7545,15.6682
1648,42.1586,31.2480,9.1171,10.7058,10.4186,30.4097,28.3694,41.6759,10.3125,11.1565,18.8660,8.3092,9.3007,12.3636,15.4200
1656,42.9048,29.3564,9.6934,10.6981,10.4299,27.8513,32.1310,46.1702,10.2960,11.1591,18.5015,8.3123,9.3011,11.9042,15.1248
1664,41.0962,29.0808,9.2024,10.7278,10.4519,27.7643,32.4603,55.7939,10.3174,11.1974,21.2423,8.3132,9.8076,11.0557,14.0076
1672,39.0841,29.5205,9.1440,10.7380,10.4391,27.9517,31.1780,52.3232,10.3416,11.1903,18.4669,8.3234,9.3412,11.6155,14.7144
1680,42.8904,31.4495,9.1764,10.7091,10.4391,30.0824,27.6473,42.0250,10.3241,11.2004,18.6953,8.3250,9.3400,11.7998,14.9395
1688,37.2119,32.9619,9.1193,10.7209,10.4458,25.9792,29.0449,52.1866,10.6575,11.1536,18.5059,8.3121,9.2753,11.4390,14.4596
1696,39.6478,29.4763,9.1527,10.6899,10.4486,28.7892,31.5862,46.3666,10.3197,11.1526,18.7316,8.3112,9.3109,11.5166,14.1313
1704,43.6801,29.3341,9.2012,10.7397,10.4279,28.0437,31.6096,56.7665,10.3229,11.1968,18.6118,8.3240,9.3625,11.2089,14.1945
1712,39.7051,29.0698,9.1414,10.7262,10.4413,28.2842,31.9044,50.8363,10.3446,11.1942,18.5020,8.3248,9.3411,10.9385,13.8436
1720,41.8894,29.0942,9.2068,10.7362,10.4456,31.6974,32.4794,49.5901,10.3295,11.1970,19.0121,8.3264,9.3706,11.6385,14.0299
1728,42.1295,31.1532,9.1765,10.7360,10.4459,31.4637,28.3295,42.2336,10.3239,11.1931,18.4275,8.3757,9.3594,11.0225,13.7791
1736,43.1031,30.1156,9.2369,10.7031,10.4319,28.4746,32.4016,48.9919,10.3209,11.1973,18.7635,8.3231,9.3485,10.8748,13.6039
1744,39.4319,31.3422,9.1819,10.7175,10.4448,30.8445,28.1882,46.1517,10.3285,11.1915,18.4900,8.3737,9.3488,11.0552,13.9888
1752,40.4601,29.5720,9.1901,10.7389,10.4467,28.4475,31.3474,42.6748,10.3552,11.1976,18.4564,8.3245,9.3403,10.4111,13.4766
1760,39.2423,29.8846,9.1492,10.7111,10.4415,28.1599,32.2969,55.1820,10.3390,11.2003,18.6389,8.3212,9.3450,10.7710,13.6200
1768,41.8376,31.3223,9.2145,10.7404,10.4333,31.2548,31.6552,43.1525,10.3240,11.1951,18.3481,8.3239,9.3407,10.6208,13.4910
1776,43.6615,29.3175,9.1832,10.7318,10.4484,27.7825,31.7520,46.4464,10.3384,11.1886,18.5134,8.3298,9.3474,10.6527,13.3838
1784,41.5497,29.8137,9.1846,10.7203,10.4548,28.5084,32.5839,75.3464,10.3246,11.1884,18.5426,8.3315,9.3521,10.1223,13.0724
1792,43.2150,29.5636,9.1879,10.7512,11.0565,28.4330,32.3776,57.6942,10.3124,11.1558,18.4185,8.3156,9.2787,10.7577,13.7510
1800,39.2953,29.4031,9.0900,10.7076,10.4336,28.2529,32.9496,54.3658,10.3071,11.1567,18.4401,8.3202,9.2740,10.2268,13.0865
1808,43.2526,31.6191,9.1602,10.7212,10.4274,31.2826,29.2766,43.1869,10.3313,11.1941,18.4934,8.3286,9.3420,9.8373,13.5011
1816,41.1222,29.3040,9.2046,10.7354,10.4377,28.3784,33.0398,55.2119,10.3324,11.1936,18.6576,8.3221,9.3425,12.7909,12.8024
1824,41.9371,31.7246,9.1021,10.7036,10.4275,30.7129,30.2876,43.8278,10.3348,11.2039,18.4043,8.8658,9.3733,9.9709,12.8190
1832,44.2091,29.7399,9.1826,10.7329,10.4419,28.5200,32.9937,57.8317,10.3234,11.1855,18.3933,8.3296,9.3665,9.8455,12.6511
1840,57.2648,29.1019,9.2114,10.7456,10.4546,28.1285,33.2122,51.4979,10.3110,11.2074,18.3094,8.3301,9.3538,9.6960,12.6150
1848,41.6302,32.1167,9.1891,10.7357,10.4369,31.2551,29.6761,43.0715,10.3549,11.1859,18.3634,8.3240,9.3418,9.6183,12.5182
1856,42.3715,29.8092,9.2079,10.7211,10.4390,28.7141,32.9999,58.5405,10.3094,11.1962,18.3818,8.3232,9.3530,9.4874,12.2781
1864,43.0922,30.6139,9.2413,10.7251,10.4327,29.6915,33.4115,44.3397,10.3064,11.1968,18.4427,8.3247,9.3356,10.3696,16.2169
1872,38.8221,30.0215,9.2098,10.7126,10.4261,28.4124,34.0919,57.5049,10.3652,11.1962,18.2172,8.3218,9.3328,9.2292,12.0811
1880,40.4479,29.6731,9.2023,10.7144,10.4318,28.4648,33.7784,58.5588,10.3007,11.1931,18.3416,8.3324,9.3363,9.2400,12.0536
1888,41.2249,29.5881,9.2040,11.2131,10.4425,33.1099,82.3055,52.9893,10.6864,12.5222,18.6577,8.5446,10.1050,9.3619,12.6350
1896,39.3423,29.8965,9.1899,10.7281,10.4574,28.4391,33.1205,51.4336,10.3590,11.2008,18.2693,8.3265,9.3564,9.0189,11.7825
1904,43.7056,30.1606,9.1777,10.7278,10.4519,28.4835,32.8265,51.5825,10.3156,11.1942,18.0708,8.3726,9.3429,8.9495,11.7021
1912,43.2621,32.2113,9.2377,10.7311,10.4391,31.6545,30.5482,44.9722,10.3230,11.1849,18.2754,8.3267,9.3597,9.9678,12.2555
1920,38.6545,33.2617,9.2094,10.7113,10.4424,28.6002,32.4578,53.9785,10.3700,11.1891,18.6364,8.3728,9.3662,9.4398,12.2898
1928,40.6202,32.0533,9.0450,10.6973,10.3989,31.5095,31.3911,45.0024,10.3138,11.1523,18.2252,8.3110,9.3066,9.4615,12.1870
1936,44.3749,29.9325,9.2092,10.7080,10.4281,28.8331,33.1847,59.2722,18.8485,11.1937,18.2015,8.3337,9.3503,9.4264,12.2836
1944,41.1097,30.1052,9.2415,10.7246,10.4412,28.4891,33.1515,50.7488,10.3082,11.1993,18.2668,8.3259,9.3513,8.5431,11.3357
1952,45.2101,32.3176,9.2032,10.7297,10.4381,31.7347,31.8682,43.5154,10.3107,11.1954,18.3037,8.3263,9.3688,8.6558,11.9944
1960,44.4724,30.4335,9.1996,10.7181,10.4509,28.5524,32.0946,52.5372,10.3353,11.1892,18.1627,8.3240,9.3340,8.9829,11.6855
1968,42.8124,32.4532,9.2104,10.7216,10.4526,31.5262,33.1743,44.2831,10.3706,11.2042,18.2343,8.3240,9.3625,8.8597,12.0779
1976,42.7577,30.1614,9.2034,10.7291,10.4446,28.6637,32.7428,54.1644,10.3119,11.1877,18.1495,8.3297,9.3474,8.7784,11.6052
1984,43.1768,31.9586,9.1600,10.7203,10.4196,31.0870,31.9230,45.3361,10.3196,11.1573,17.9570,8.3168,9.2738,8.6515,11.3807
1992,42.7296,66.5948,9.6035,10.7305,10.4457,29.3037,34.3674,46.5862,10.3040,11.1887,17.9807,8.3461,9.3726,8.5679,11.2712
2000,40.8384,30.2543,9.2087,10.7422,10.4279,29.4344,33.2817,49.3081,10.3597,11.1934,17.8866,8.3329,9.3558,8.2723,11.0074
2008,43.9253,30.2141,9.2069,10.7344,10.4398,28.8325,32.3318,58.5621,10.3103,11.2014,17.9860,8.3301,9.3457,8.2349,11.0054
2016,45.4055,32.3134,9.2362,10.7092,10.4512,31.0114,36.4585,50.2058,10.2980,11.1567,17.8608,8.3135,11.2499,8.2188,11.5021
2024,40.3041,31.0331,9.1509,10.7062,10.4240,28.9739,32.5527,50.2729,10.2997,11.1499,17.8322,8.3146,9.3003,8.2111,10.8903
2032,39.8556,30.3359,9.1576,10.7184,10.4268,28.6414,33.6447,46.3059,10.3715,11.1501,17.8776,8.3153,9.3013,8.2014,10.8676
2040,43.3873,30.3080,9.1497,10.7283,10.4344,28.7999,33.1373,54.7158,10.3936,17.3766,17.9646,8.3757,9.3387,8.1594,10.8098
2048,42.0490,32.7925,9.0803,10.6848,10.4182,31.8892,32.2785,44.9460,10.2862,11.1545,17.8304,8.3221,9.3083,8.2405,11.0203
2056,45.9173,30.5600,10.7384,13.0744,11.8804,29.0981,33.2717,56.0269,12.5014,13.9985,20.2215,9.3870,11.1905,8.3966,11.0788
2064,43.4957,30.7002,10.7764,13.0762,11.8757,29.1145,33.1647,61.0320,11.8863,14.0411,19.7730,9.4016,11.1943,8.4030,11.1427
2072,49.4744,30.6930,10.7493,13.0784,11.8776,28.8606,33.5395,45.2788,11.9041,14.0349,19.8243,9.3975,11.1856,8.7270,11.5425
2080,42.2464,34.6148,10.7634,13.0827,11.8881,28.2990,31.6235,55.1667,11.9044,14.0312,19.8974,9.4076,11.2070,8.9268,11.6899
2088,45.5443,30.5547,10.7587,13.0648,11.8739,28.6742,33.0942,60.6472,11.8877,14.0305,19.9768,9.4043,11.1952,9.2401,11.7024
2096,43.1095,30.7186,10.7550,13.0810,11.8903,29.3077,32.9242,54.5413,11.8920,14.0240,19.9618,9.4049,11.1938,8.9809,11.8304
2104,43.1871,33.1592,10.7308,13.0707,11.8731,31.8323,33.7521,44.7705,11.9062,14.0319,19.9856,9.4050,11.2133,9.1187,11.8506
2112,41.7925,35.2263,10.7303,13.0805,11.8789,30.0828,31.5019,54.5424,11.9087,14.0235,19.9240,9.4091,11.1941,9.1906,11.9166
2120,39.9356,30.9447,10.7364,13.0751,11.8791,29.0150,34.1615,44.6407,11.8981,14.0231,19.7805,9.4037,14.1231,9.2074,11.8725
2128,41.8900,30.6468,10.7649,13.0703,11.8964,29.6418,33.5052,56.3907,11.8662,13.9919,20.3228,9.3765,11.1817,9.0603,11.8568
2136,45.9659,33.5738,10.7620,13.0695,11.8909,32.1325,31.5079,47.4714,11.9073,14.0341,20.0157,9.4004,11.1921,9.5881,12.3464
2144,40.6419,30.9642,10.7739,13.0754,11.8743,29.4535,33.7353,52.4650,11.8901,14.0368,20.4407,9.4015,11.1949,9.2239,12.0260
2152,40.1134,32.7885,10.7429,13.0025,11.8565,32.4986,31.3472,46.4146,11.9172,14.0264,20.3085,9.3957,11.1949,9.6277,12.4557
2160,39.9368,30.0610,10.7294,13.0776,11.8801,29.7741,33.1485,59.1932,11.8989,14.0254,21.3623,9.4049,11.1978,10.3953,13.2552
2168,40.7808,31.2535,10.7555,12.9973,11.8705,29.3868,33.4277,60.2041,12.7908,13.9926,20.7091,9.3844,11.1807,11.1736,13.9231
2176,49.5924,32.4634,10.7429,13.0015,11.8602,31.1622,30.2827,46.4822,11.8671,13.9953,20.7099,9.3741,11.1770,10.9105,13.6516
2184,47.0114,34.6517,10.7331,13.0714,11.8816,28.2206,33.2489,58.1630,11.8734,14.0011,21.0536,9.3798,11.1773,10.8602,13.7051
2192,42.8397,33.3167,10.7818,13.0817,11.8860,31.5755,30.8058,48.6569,11.8899,14.0363,21.3056,9.4046,11.1976,10.6281,13.3064
2200,47.6525,31.1220,11.1383,13.0662,11.8752,29.3370,33.8298,62.4881,11.8899,14.0319,20.8173,9.4054,11.1942,10.8091,13.6271
2208,42.2219,30.5579,10.7297,13.0724,11.8716,29.3144,33.2307,55.1692,11.9094,14.0319,21.1147,9.4071,11.1882,10.6160,13.3655
2216,45.5768,33.3824,10.7270,13.0717,11.8776,32.5593,30.9738,47.1254,11.9047,14.0293,20.8914,9.4002,11.1968,10.8613,13.7230
2224,42.7311,31.3615,10.7165,12.9940,11.8734,29.3666,33.5083,60.9797,11.8797,14.0043,24.1801,9.4151,11.1932,11.1371,13.9006
2232,43.7786,31.1622,10.7607,13.0716,11.8702,29.2795,34.4190,60.9787,11.8904,14.0310,21.6422,9.4052,11.1835,11.6102,14.3730
2240,44.8274,32.9580,10.7307,13.0710,11.8889,31.9574,31.0129,46.6262,11.8999,14.0272,21.3668,9.4071,11.1968,11.7636,14.4947
2248,47.8907,37.1295,10.7270,12.9975,11.8485,33.4830,29.8676,45.0791,11.8694,14.0066,21.4710,9.4009,11.1871,11.4836,14.1593
2256,45.7316,31.5415,10.7283,13.0698,11.8871,29.5420,33.6893,60.6788,11.9052,14.0262,21.2026,9.4009,11.1931,11.7734,14.4749
2264,46.3833,31.8757,10.7349,13.0722,11.8761,29.9467,43.1640,67.2463,11.8970,14.0356,21.4951,9.4046,11.1953,12.0567,14.8475
2272,45.3646,31.4388,10.7602,13.0806,11.8804,29.6314,34.3189,61.7730,11.9092,14.0323,21.3262,9.4135,11.1970,16.6032,14.9144
2280,40.9727,31.3663,10.7476,13.0032,11.8675,29.8201,33.6380,60.8397,11.8736,13.9966,21.6705,9.3770,11.1821,12.1044,14.8805
2288,46.1880,33.1498,10.7329,13.0069,11.8488,31.8055,32.4770,48.4168,11.8845,13.9916,22.5777,9.9927,11.1796,12.5170,15.1698
2296,43.1063,31.7746,10.7336,13.0725,11.8835,29.8752,33.9205,54.2397,11.9063,14.0272,22.2192,9.4034,11.6892,12.2925,15.0352
2304,46.2243,34.1828,10.7353,13.0349,11.8769,32.3835,31.8144,48.6101,11.8827,13.9959,23.0357,9.3733,11.1851,13.3303,15.9882
2312,42.6419,31.8191,10.7143,12.9944,11.8591,29.9269,33.8394,53.7709,11.8861,13.9970,22.1273,9.3730,11.1809,13.0071,15.7698
2320,61.0673,31.6006,10.7344,12.9967,11.8489,29.5884,33.4374,61.4627,12.4631,14.0071,22.1001,9.3804,11.1840,13.1994,16.4428
2328,42.8526,34.4828,10.7564,13.0808,11.8845,29.9886,33.7654,62.4833,11.8982,14.0268,22.2376,9.4004,11.1993,13.2088,16.7136
2336,43.4531,31.6903,10.7721,13.0666,11.8904,30.8096,34.2283,62.8981,11.8989,14.0261,22.4451,9.4065,11.2118,14.1003,17.5381
2344,42.4607,32.1677,10.7528,13.0777,11.8871,29.9294,29.3582,48.3217,11.8907,14.0343,22.4454,9.3979,11.1917,13.8239,16.8116
2352,46.6679,36.9849,10.7158,13.0751,11.8863,30.0152,31.3638,57.1700,11.8875,14.0346,22.4413,9.4010,11.1963,14.0527,16.8315
2360,40.1522,32.0718,10.7548,13.0677,11.8867,30.0853,33.9872,50.6248,11.8912,15.0526,22.4924,9.4060,11.1920,14.0530,16.8425
2368,46.5610,35.1560,10.7242,13.0347,11.8831,62.0347,31.5183,50.6746,11.8925,14.0298,22.6001,9.4131,11.2011,13.9735,16.8436
2376,44.2027,32.2364,10.7200,13.0041,11.8561,30.8922,34.0769,59.2166,11.8916,14.0254,22.5990,9.4326,11.2034,14.4608,17.3842
2384,47.0648,31.8133,10.6972,12.8931,11.8301,30.1982,33.8782,65.7647,11.8488,13.9407,22.2984,9.3605,11.1724,14.6183,17.9261
2392,44.0735,32.1004,10.7592,13.0742,11.8680,29.9407,34.5071,54.5632,11.9100,14.0412,22.7970,9.3998,11.1970,14.2213,17.2623
2400,46.7228,35.5089,10.7351,13.0448,11.8787,33.0994,32.9754,49.6255,11.9034,14.0343,23.5856,9.4004,11.2114,14.2258,17.0449
2408,45.4898,31.4600,10.7772,13.0632,11.8797,29.4973,34.9979,62.0750,11.9037,14.0352,22.7073,9.4030,11.1950,14.7998,17.9096
2416,42.2408,31.7462,10.7643,13.0714,11.8735,30.0580,35.3222,52.9554,11.8937,18.5031,32.1890,10.5233,28.8334,15.9349,18.1718
2424,42.9122,32.0021,10.7347,13.0764,11.8730,30.2778,38.5583,53.8386,11.8999,14.0442,22.7877,9.3975,11.1913,14.5882,17.4597
2432,47.8791,34.5796,10.7333,13.7158,11.8747,32.8809,31.3071,48.7342,11.9087,14.0265,22.9331,9.3938,11.1887,14.5737,17.5362
2440,42.6149,32.2608,10.7110,13.0037,11.8532,30.2774,33.8833,58.6687,11.8644,13.9941,23.2626,9.3751,11.1825,14.7665,17.9334
2448,43.4859,34.4225,10.7481,13.0722,11.8677,32.2729,31.0133,55.7450,11.9257,14.0291,23.9804,9.3977,11.1916,15.7281,18.7783
2456,43.4247,32.2285,10.7559,13.0678,11.8731,30.7389,33.9120,53.7976,11.8872,14.0459,23.4133,9.4093,11.2225,15.2277,18.2570
2464,42.7337,32.1350,10.7493,13.0753,11.8703,29.8374,34.3342,61.9121,11.8666,13.9956,23.1486,9.3798,11.1887,15.6733,19.8745
2472,38.8331,31.9589,10.7609,13.0710,11.8868,30.5542,33.9032,63.5608,11.8942,14.0293,22.9729,12.5315,11.2301,15.7344,20.1588
2480,47.4207,32.3732,10.7091,13.0761,11.8872,30.5366,34.4366,54.6389,11.9106,14.0368,22.9640,9.4064,11.2075,16.5380,19.7867
2488,48.1974,34.8834,10.7326,13.0479,12.4696,32.9850,31.3703,47.4236,11.9054,14.0272,23.0722,9.4082,11.2009,16.4865,20.2894
2496,46.6899,32.3729,10.7540,13.0688,11.8714,31.1674,34.8985,62.8929,11.8871,14.0412,23.1412,9.3999,11.1910,15.9736,20.0674
2504,42.9560,31.9008,10.7260,13.0749,11.8683,30.7073,33.8570,52.2500,11.8997,14.0276,23.6575,9.4061,11.1968,16.1854,19.7763
2512,46.8800,34.4256,10.7476,13.0797,11.8883,31.2239,31.2975,56.7801,11.8855,14.0298,23.0677,9.4012,11.1954,16.6139,20.7840
2520,44.5024,37.6439,10.7498,13.0071,11.8511,28.2803,31.0544,48.1759,11.8671,13.9942,26.1379,9.4149,11.1906,16.3600,19.9247
2528,44.2902,35.2799,10.7585,13.0426,11.8780,31.2217,32.0419,57.7303,11.8644,14.9453,23.8793,9.3678,11.1673,15.9791,19.5974
2536,43.2406,32.6880,10.7542,13.0702,11.8827,30.7136,34.3938,62.7875,11.8878,14.0328,26.2305,9.3990,11.1963,16.6121,20.5374
2544,40.5214,32.7456,10.7507,13.0724,11.8783,30.7787,34.4475,51.8239,11.9094,14.0302,24.3762,9.4063,11.2035,16.5952,19.9635
2552,44.4681,35.0823,10.7609,13.0742,11.8603,33.5161,33.2682,50.2931,11.9401,14.0411,24.6319,9.3987,11.2016,16.9484,20.6448
2560,43.9493,32.1575,10.7576,13.0702,11.8706,30.9396,33.8272,63.3093,11.8955,14.0390,24.4023,9.3983,11.2195,16.6039,20.3733
2568,46.0305,33.4609,10.7323,13.0387,11.8550,32.5584,30.9470,51.4659,11.8930,13.9948,24.8085,9.3755,11.1846,16.9128,20.4953
2576,47.0409,36.3848,11.2941,13.0738,11.8616,34.3276,29.6617,51.9316,11.9341,14.0349,25.6452,9.4015,11.1919,17.5369,20.3252
2584,43.4369,31.6152,10.7709,13.0468,11.8813,30.6558,34.1761,62.2541,11.8868,14.0265,24.4032,9.3986,11.2029,16.5969,21.5215
2592,38.4142,32.7720,10.5602,13.3093,11.6620,30.1637,33.4753,60.0268,11.6789,13.8440,24.0361,9.3120,12.1060,15.9907,19.1409
2600,42.1129,33.3934,10.5539,12.7558,11.6546,36.9083,33.9827,45.8168,11.6869,13.8559,43.3428,10.3267,11.2928,20.8173,20.5528
2608,43.0326,36.1492,10.5150,12.8828,11.6566,30.5760,31.2531,56.0578,11.6808,13.7587,24.1130,9.2291,11.0155,15.6347,19.3754
2616,46.4155,33.2316,10.5060,12.7514,11.6218,28.8629,33.0978,102.9407,11.6845,13.7613,24.2869,9.2265,10.9885,20.5030,20.0738
2624,42.1464,33.7352,10.5411,12.6682,11.6158,32.6981,35.0585,49.0137,11.6348,13.7215,24.2064,9.2015,10.9765,16.0126,19.9166
2632,40.6820,35.9276,10.5741,12.8183,11.6617,33.7109,29.7374,50.4406,11.6722,13.7632,25.1308,9.2232,10.9815,16.0071,19.6734
2640,37.2998,31.2778,10.5403,12.8155,11.6483,30.4249,33.6003,58.2838,11.6772,13.7646,25.2706,9.2079,10.9743,16.2465,19.8499
2648,45.2259,33.7937,10.5509,12.7517,11.6428,32.6566,33.8242,47.7422,11.6323,13.7227,24.5571,9.2159,10.9747,16.5214,19.9385
2656,44.2696,31.6321,10.5668,12.8238,11.6455,31.2949,33.1312,63.1189,12.2862,13.7617,24.5222,9.2288,10.9955,16.3050,20.4865
2664,42.5470,31.6429,10.5578,12.8246,11.6569,30.8977,29.2397,50.4847,61.4068,14.1215,24.6149,10.3254,11.2910,22.8204,22.8106
2672,41.5871,32.2516,10.5112,12.7580,11.6378,30.7721,34.2301,55.2912,11.6663,13.7645,24.6116,9.2303,10.9897,16.5887,20.3925
2680,45.0276,36.6183,10.5271,12.8480,11.6392,33.4337,30.5517,48.7598,11.6783,13.7668,24.6999,9.2281,10.9874,16.9767,20.4773
2688,40.1625,36.1630,10.5242,12.8293,11.6529,32.4057,30.9017,55.3284,11.6779,13.7554,24.2741,9.2243,10.9878,16.7853,20.3896
2696,43.5568,34.1224,10.5262,12.8243,11.6531,29.1515,33.3910,59.8370,11.6816,13.7525,24.1847,9.2322,10.9820,16.8654,20.7423
2704,39.5437,31.7452,10.5676,12.8215,11.6411,30.3236,34.2171,62.7631,11.6685,13.7638,24.2582,9.2303,10.9808,16.6667,20.3517
2712,42.4120,33.7896,10.8701,13.4835,13.0284,29.3381,34.2866,67.0367,13.1140,14.1009,109.8669,9.2322,10.9934,16.7542,20.6322
2720,39.0993,34.1442,10.5116,12.9110,15.9604,32.7927,34.5358,47.7601,11.6685,13.7660,24.3013,9.2211,10.9890,16.9960,20.6230
2728,47.7868,34.6954,10.5135,12.7514,11.6484,29.3170,33.6925,59.5086,11.6461,13.7253,24.6517,9.2085,10.9736,16.6945,20.4292
2736,42.6652,32.6667,10.5674,12.8280,11.6355,30.7643,34.6127,58.6347,11.6634,13.7596,25.8109,9.2262,10.9918,16.3973,20.4189
2744,40.2594,31.7866,10.5225,13.9262,11.6606,30.0920,34.2710,62.4173,11.6701,13.7598,24.8558,9.2272,10.9941,16.5855,20.5602
2752,45.1827,32.9628,10.5223,12.8173,11.6329,32.1515,35.0887,54.6362,11.6814,13.7572,24.4173,9.2364,10.9937,16.6117,20.5108
2760,44.0305,34.3425,10.5679,12.8151,11.6485,33.2765,32.7943,49.5626,11.6656,13.7539,29.5775,9.2259,10.9896,16.7162,22.1228
2768,43.1155,32.8201,10.5384,12.8253,11.6565,31.3380,35.2066,47.3446,11.6621,13.7607,24.7439,9.2240,10.9940,16.2870,20.0376
2776,42.7643,32.7171,10.5209,12.8212,11.6362,31.0005,34.1717,53.7092,11.6646,13.7536,24.7065,9.2230,10.9978,16.0702,20.4314
2784,45.0985,34.8198,10.5109,12.7923,11.6216,33.7927,34.8514,49.2472,11.6511,13.7355,24.8502,9.2126,10.9760,16.1320,20.3537
2792,46.5043,36.4193,10.8614,13.4931,13.0246,38.2699,31.8960,57.2252,13.1546,14.1231,25.6941,11.2273,11.2963,16.5958,20.7748
