size,old,branchy,branchless,prefetch,careful,lowerBound,upperBound,equalRange,improvedLowerBound,improvedUpperBound,improvedEqualRange,inlineAsm,inlinePrefetch,alexandrescuLowerBound,alexandrescuUpperBound
262736,74.1943,70.9683,24.9529,31.9556,31.1047,62.8083,66.9111,121.4475,31.4639,35.8213,53.6592,23.0034,29.4868,22.0315,28.3293
263400,74.3713,65.2510,24.8594,31.8748,30.8176,62.1497,65.2471,122.7151,31.2832,35.5051,53.1399,22.8672,29.3850,21.9761,28.2708
264064,73.5803,65.8853,24.8389,45.0278,30.8499,62.4417,66.6748,117.8728,31.0313,35.4978,53.7925,22.7659,29.2195,22.0308,29.5979
264728,72.0652,65.5122,24.9246,31.9656,30.8159,62.7388,65.7400,119.6221,31.1555,35.6360,53.3411,22.8179,29.3228,22.2334,28.5784
265392,78.5596,66.2517,24.8972,31.9233,31.0774,62.5630,65.6519,117.7900,31.3303,35.4680,53.2729,22.7285,29.3250,22.3435,28.7126
266056,74.1069,66.3118,24.8582,31.9290,30.9368,62.5830,65.8093,120.3096,31.9648,35.4033,53.6655,22.7034,29.3411,22.3916,28.7886
266728,72.3433,79.6609,24.8423,31.8528,30.7961,62.6177,64.1958,117.2202,31.0271,35.1785,53.3154,22.7437,29.2605,22.6387,29.0596
267400,74.6995,65.8831,24.8416,31.9578,31.0818,62.4707,66.9128,120.9524,31.2090,35.6895,58.4785,22.8274,29.3770,22.5728,29.0837
268072,73.9023,66.6404,24.8589,31.9531,30.9980,62.7324,66.7891,120.2185,31.3081,35.7461,54.3699,22.8384,29.3628,22.7505,31.2292
268744,72.3884,64.9910,24.9063,31.9910,30.9761,62.5251,67.6077,120.8828,31.3557,35.6409,53.4287,22.8396,29.4265,22.9407,29.4756
269416,73.1797,65.2039,24.8574,31.8774,30.8806,61.5244,66.4199,119.5161,31.2397,36.2788,53.1272,22.7864,29.3049,23.0215,29.6267
270096,73.6692,66.4502,24.8662,31.9502,31.0320,62.6140,65.9639,121.3462,31.4045,35.7861,53.8853,22.9048,29.3618,23.1965,29.7888
270776,72.3811,65.2207,24.8896,31.9204,30.8806,62.9536,66.0298,118.0630,31.1978,35.4885,52.9709,22.8940,29.3655,23.2539,29.8516
271456,76.9182,66.3416,24.9341,32.0579,31.3428,63.1118,66.3174,121.4868,31.1721,35.4849,53.6257,22.8806,29.3120,23.3286,30.0354
272136,74.1829,67.1819,24.8831,31.9255,30.8682,62.7537,69.2217,120.9487,31.2366,35.4709,54.1936,22.8801,29.3877,23.5173,31.2979
272824,72.6787,72.0317,24.8684,31.8813,30.9561,61.9338,69.2739,119.9907,31.1929,35.6475,54.1123,22.8582,29.2246,23.4734,30.1960
273512,74.1633,67.1531,25.2620,32.5300,31.5081,63.6328,67.0366,119.1067,31.8391,36.0166,54.3274,23.2852,29.9480,24.0955,30.9116
274200,73.4399,66.8850,24.9089,31.9148,31.1104,63.4077,66.6853,121.2400,31.1824,35.7166,53.0195,85.7996,29.2747,24.0583,30.4626
274888,73.3977,68.0068,24.9121,31.9514,31.0862,62.8748,66.4705,117.0593,31.1875,35.6931,53.7268,22.8479,29.3408,23.8892,30.7314
275576,72.6104,67.0928,24.9231,31.9900,32.2139,63.2249,67.4868,121.7888,31.3301,35.7131,52.9292,22.8923,29.3005,24.1277,31.0903
276272,73.4790,65.0427,24.8708,31.9292,30.9263,63.3098,67.9119,120.0042,31.0198,35.7559,53.2532,22.8450,29.3110,24.2483,31.1794
276968,73.2090,66.3833,24.9163,31.9810,30.9133,62.7332,66.8301,129.3311,31.1067,35.5286,52.9363,22.8860,29.3188,24.4563,31.3987
277664,72.9092,66.8828,24.9260,31.9373,30.9202,63.2207,66.3208,121.8601,31.3442,35.5767,53.0381,22.9370,29.3215,32.8789,31.5322
278360,72.0703,65.2673,24.8369,31.9004,31.0217,61.8228,66.2861,118.6228,32.0999,35.7075,52.6265,22.8452,29.2949,24.6968,31.7527
279056,75.0330,67.1184,24.9229,31.9695,30.9626,62.7883,65.1492,120.0757,31.1123,37.5940,53.0669,22.9424,29.3586,24.4871,31.4866
279760,74.3782,66.8542,25.2192,32.4761,31.6104,117.3357,67.9446,123.0645,31.8088,37.4526,53.3157,23.3496,29.8745,25.2439,32.3350
280464,73.8652,72.5730,25.1462,32.1594,31.1030,63.7964,65.4368,117.5393,31.2659,36.5603,52.3113,22.8684,29.3474,24.9124,31.9146
281168,73.2979,66.9800,24.9094,32.0037,30.8948,63.0044,65.9741,120.7874,31.2925,35.5923,53.4653,22.8911,29.3379,25.2925,32.5374
281872,75.6006,67.1077,24.9492,32.0854,30.9690,63.2952,67.1934,124.9236,31.1455,35.6167,52.9243,24.9370,29.4102,25.2227,32.5220
282584,115.4966,67.4631,24.9641,31.9941,31.1548,64.3569,67.2644,123.0015,31.3411,35.7727,53.1875,24.1948,29.3135,25.0691,32.3723
283296,73.7847,66.9568,24.9431,32.0491,31.0205,64.8684,64.0291,118.8691,31.4202,35.6379,52.7427,22.8965,29.4326,26.6819,32.8967
284008,73.3708,67.3948,24.9912,32.0063,30.9026,63.3796,66.5327,122.1084,31.3950,35.6138,52.3760,23.0002,29.3691,26.7297,33.0022
284720,72.8091,68.6292,27.9395,32.0769,34.4614,64.3083,65.8601,118.4819,31.1633,35.6064,55.8291,22.8167,29.4788,82.0996,39.8960
285432,75.5396,67.1306,25.0918,52.2710,30.9727,63.6213,73.2783,120.7056,31.3486,35.8369,53.4602,22.9731,29.4004,26.0022,33.3513
286152,74.2454,68.3787,25.0144,32.1741,31.1064,63.7400,68.2666,124.5259,31.4751,35.4597,53.8101,22.9900,29.4778,25.8511,33.1963
286872,75.4321,68.8794,24.9839,31.8030,30.7478,63.2617,68.4697,124.2305,31.2354,35.1213,52.2883,22.8389,29.1995,26.1951,33.6487
287592,72.9216,68.8386,24.9421,31.9624,30.8726,63.6340,68.0603,122.0886,31.0974,35.5313,53.1404,22.9702,29.3184,26.1292,33.5530
288312,72.9031,74.7288,24.9670,31.9512,30.9319,63.1323,67.1709,123.9070,32.2834,35.5686,53.1353,23.0266,29.3330,26.3552,33.9309
289040,73.0254,66.7832,24.9473,31.9297,30.7896,62.2859,67.4338,124.8186,31.1885,35.1731,52.6560,22.8523,29.2126,26.4778,33.8235
289768,73.2529,68.6616,24.9219,31.9209,30.8508,63.2200,65.3745,119.7871,31.3301,35.4465,52.2104,22.9351,29.2461,26.6335,34.2151
290496,72.9131,67.2229,26.0669,32.1143,30.8972,63.9800,67.0776,118.7371,31.1772,35.4556,52.1633,22.9849,34.9111,26.3855,34.0232
291224,75.1226,67.2554,25.2966,32.4827,31.4006,62.6702,67.3840,121.0183,31.6384,35.7371,52.6743,23.3628,29.9424,27.4839,34.9985
291960,74.4185,67.4333,24.9529,31.9341,30.9177,63.5361,67.3921,121.8560,31.1033,35.5774,52.2283,22.9805,29.4456,27.0239,34.6604
292696,73.4241,65.6196,26.0129,32.0925,30.9639,62.8718,67.0830,122.3433,31.4209,35.8218,52.2861,23.0027,29.3909,28.6824,34.6108
293432,73.0359,67.5925,24.9512,31.9878,30.9492,62.7764,65.9863,127.9341,31.3167,35.8271,52.2434,22.9978,29.3826,27.4277,35.0474
294168,73.1643,67.8232,24.9475,31.9246,30.8818,62.8677,65.9810,121.2102,31.1633,35.5259,51.7959,22.9343,29.4265,27.2085,34.7505
294904,73.3547,67.9331,25.1594,32.3010,31.2419,63.7629,67.3362,122.4912,31.4399,35.7649,52.2998,23.1860,29.8745,27.6201,35.8503
295648,73.0042,67.1208,24.9810,33.5723,31.0059,68.3110,65.5461,118.4141,34.1628,40.4409,52.2329,24.8420,30.5742,27.3030,36.2122
296392,73.0271,66.7351,24.9924,32.2117,31.3081,64.2734,67.1077,119.3369,31.4856,35.9590,52.5374,23.0593,29.5278,27.5425,35.2656
297136,73.8743,67.3445,24.9944,32.0906,31.0708,63.6343,67.6902,123.9814,31.5237,35.7114,53.1028,23.0232,29.5815,28.2161,35.6833
297880,72.7935,65.4995,25.0010,32.1492,31.0999,62.7319,66.5747,120.9990,31.5139,35.7664,52.1294,23.0042,29.5056,28.0479,35.8145
298632,72.9412,66.6506,25.0020,32.2104,31.1331,63.5496,65.9333,118.4404,31.2683,42.0127,51.8765,23.0757,29.6353,27.9673,35.8477
299384,75.6538,69.3250,25.9395,33.5608,32.3853,65.0369,69.0095,124.3821,32.6807,36.8398,55.3372,23.8557,30.8003,29.5684,37.8318
300136,74.6270,67.3013,25.5793,32.8201,31.7258,64.6099,67.6465,122.5427,31.9209,36.2009,52.9172,23.4038,30.1301,28.8259,36.8445
300888,74.2800,71.0908,25.5156,32.7500,31.6184,65.0945,70.0369,123.1685,31.8738,36.0195,52.5459,23.3533,30.0352,29.0415,37.2241
301648,74.6619,73.8088,25.4905,32.7764,31.6741,64.2764,80.9961,120.7710,31.5674,36.0073,53.9250,23.0149,30.6770,28.2092,36.3633
302408,74.6614,67.9500,25.0952,32.1553,31.3320,63.6475,64.4182,118.2454,31.5581,35.9573,53.4365,23.0117,29.6382,29.7991,37.0691
303168,73.4868,66.9480,24.9988,32.1382,31.1021,63.4409,67.3606,122.7458,31.3867,35.8113,52.1228,23.0090,29.4956,29.0227,36.9390
303928,73.9841,69.3428,25.0291,32.1731,30.9924,63.5547,67.1504,119.0698,31.2683,35.7546,57.8826,23.0703,29.5161,28.4973,36.4805
304688,95.3535,67.2993,25.0027,32.0979,31.0757,64.9929,69.7537,123.6472,31.4717,35.6265,51.8401,23.0161,29.4539,29.4375,37.5547
305456,72.7205,67.7363,24.9241,32.1082,31.0273,63.8386,67.4980,123.3196,31.3491,35.6294,51.7744,23.0249,29.5232,30.3247,37.4907
306224,73.9302,69.4399,24.9858,32.1062,31.0020,64.4475,67.8167,121.1846,31.1211,35.6987,51.7202,23.0339,29.5112,29.1509,37.2378
306992,73.8447,76.8848,25.0408,32.2009,31.1064,63.9858,66.6172,118.3950,31.5007,35.8398,51.9456,23.0798,110.0999,30.2083,50.5159
307760,160.6304,71.6768,26.1467,35.3472,34.4675,66.8591,68.0557,125.7808,34.8044,39.9963,54.5769,25.5122,31.2864,29.7466,39.0366
308536,75.8940,75.3525,26.1907,34.6609,33.9656,64.4805,66.4834,135.0527,34.6870,38.1238,52.5122,26.5037,30.6978,29.8579,39.2900
309312,75.4954,68.4312,25.5073,34.5129,33.6946,64.7800,66.7263,118.3923,34.2268,42.9597,53.0920,37.9683,31.1619,30.4202,40.1292
310088,93.6248,77.8110,25.5151,34.5884,33.7134,62.9370,66.7837,121.8013,34.2695,37.9473,65.2385,24.9673,30.4604,30.7397,39.8484
310864,76.2930,68.7029,25.5676,32.8948,31.8040,65.1462,69.1670,126.2859,32.1243,36.5757,52.5715,23.5466,30.2031,30.5347,39.0046
311648,75.6072,67.4009,25.6121,32.8406,31.7314,63.9727,69.6938,122.3833,32.0894,36.4707,52.8118,23.5137,30.2009,30.7104,39.2214
312432,78.5986,69.0779,25.5149,32.7729,31.6973,65.0056,68.4663,123.6638,32.2144,36.4553,52.4888,23.5256,30.1819,30.8569,39.0774
313216,75.6448,69.5554,25.5557,32.8489,31.7795,64.9495,69.6204,124.7046,34.0100,36.5200,52.6648,23.5615,30.1289,31.2849,40.0820
314000,74.4097,69.6213,25.6094,32.9150,31.9983,65.1414,67.2681,122.2188,32.2534,36.8325,53.0796,23.6304,30.3118,30.7710,39.5398
314792,75.1882,69.3525,25.6992,32.9836,31.9390,65.8281,78.9634,128.7288,32.7327,36.7646,53.4187,23.7170,37.1018,31.3291,40.4529
315584,74.5325,76.9873,26.0708,32.8589,31.8684,65.3345,65.9001,120.9521,32.4536,36.6685,52.3264,23.5571,30.0842,31.2817,39.9951
316376,74.2427,68.5898,25.5332,32.8372,31.9119,65.6328,70.2395,121.3142,32.1599,36.4941,52.0295,23.5808,30.2419,31.4031,39.9595
317168,74.8403,69.0596,25.5491,32.9080,31.7834,65.8240,68.9495,126.7034,32.0522,36.5459,53.0112,23.6060,30.2327,31.6777,45.0962
317968,74.6353,69.1003,25.6184,32.8711,31.7202,64.9373,68.6348,125.0701,32.0464,36.5305,52.5776,24.6719,30.1731,31.8232,40.0471
318768,74.7842,68.1504,25.5508,32.8438,31.8242,65.7537,71.9963,123.1431,32.2739,36.7783,52.3127,23.5698,30.2368,31.8696,40.8838
319568,77.5615,69.1719,25.6418,32.8074,31.6123,65.3450,68.7935,120.7710,31.9839,36.4377,52.1257,23.6372,30.2083,31.3745,39.9626
320368,75.5264,69.6560,25.7080,32.8337,31.7051,71.2825,68.3535,121.9963,32.1917,36.5020,53.6050,23.6841,30.1655,32.0569,41.0242
321176,75.2021,67.5288,25.1118,32.1882,31.0579,63.7063,69.1489,224.7729,31.1948,35.4495,51.1165,23.0249,29.4368,31.2659,39.8254
321984,73.0654,67.8081,25.0933,32.1721,32.4590,63.9951,66.6946,124.6169,31.5132,35.9431,51.8713,23.1062,29.5522,32.5764,41.2048
322792,75.1401,68.0933,25.4368,32.8335,31.7371,65.3376,68.0027,123.3540,31.8191,36.3528,57.5313,23.6047,30.1091,32.0134,41.1218
323600,72.9094,66.4268,25.0750,32.1704,31.0632,63.1106,68.7910,122.0244,31.5850,35.7139,51.1138,23.1311,29.5085,32.9260,46.3406
324416,74.1379,67.2776,25.1204,32.2097,31.0476,63.3511,70.3594,121.2893,31.5928,35.7463,51.6646,23.1348,29.6680,32.5264,41.2126
325232,85.5791,66.3386,25.6343,34.6663,33.7766,64.8584,71.1296,125.0071,36.1150,38.0674,51.5415,25.0732,30.6238,31.9998,53.1133
326048,80.5896,68.2559,25.1689,32.1797,33.6204,64.7014,69.9136,121.7942,31.6511,36.0879,50.9150,23.1531,29.5930,32.9153,42.2551
326864,72.7026,67.3630,25.1487,32.1975,31.0862,64.0613,66.8259,125.1174,31.6279,35.7642,52.2183,23.1462,29.6663,32.3958,40.8333
327688,74.4578,67.8362,26.1843,34.5181,33.2534,65.1685,68.4614,125.8049,33.6038,37.7607,53.0938,24.5913,32.2241,35.0613,43.3442
328512,73.2358,65.9409,25.1218,32.2427,31.1482,65.1843,67.5859,122.4636,37.0615,36.0632,51.8606,23.1277,29.9004,32.5444,41.6292
329336,74.0588,65.9897,25.0845,32.2498,31.1880,64.6484,65.7920,122.5667,31.6868,35.7822,52.9248,23.1604,29.6135,32.5254,41.0977
330160,73.7141,67.7361,25.1880,32.2854,31.2307,64.1670,68.3459,122.4055,31.3828,35.9065,50.6836,23.2324,29.7114,33.5088,45.0210
330992,73.3547,66.9636,25.1953,32.3267,31.2969,64.1008,66.8552,122.2146,31.7000,35.9343,51.5671,23.2832,29.7681,33.0757,42.8518
331824,73.5728,66.0068,25.1143,32.2727,31.4512,64.3804,68.6375,120.5439,31.6636,36.0894,51.5674,23.2000,29.6960,33.7620,44.2698
332656,75.7534,67.3052,25.1145,32.2004,31.1033,63.8359,67.9666,120.9063,31.5344,35.8418,51.0730,23.1421,29.5679,33.2192,43.5315
333488,74.8206,67.5134,25.1692,32.2703,31.2195,64.8105,68.4131,121.2717,31.2336,35.8306,51.8091,23.1990,29.6167,33.0313,43.5791
334328,73.2947,68.0830,25.1272,32.3701,31.2686,64.6270,71.8000,130.1533,31.5623,36.1563,50.8022,23.2305,29.7634,34.2004,41.2212
335168,74.4509,67.8494,25.1538,32.2598,31.2512,64.3997,67.6758,120.5071,31.6104,35.4978,50.7400,24.1309,29.7886,33.8040,42.9363
336008,73.9050,66.3462,25.1958,32.3721,31.3254,63.7800,98.8584,134.2219,36.3962,38.1375,52.1016,25.3582,30.8044,34.1047,45.1167
336856,74.3359,68.3228,25.7952,34.8167,34.2224,63.9370,69.0403,121.4529,34.5754,38.4043,55.0852,25.2395,42.3130,33.4048,46.1953
337704,73.7517,66.0396,26.1172,34.8484,46.8730,63.8726,67.5940,122.7263,34.5356,38.3916,51.2739,25.2461,30.8188,35.6892,49.9573
338552,74.4709,66.4290,25.1685,32.3425,31.2900,63.5059,68.7505,122.2146,31.7607,35.8342,50.6169,23.2173,29.7087,34.4014,43.4561
339400,74.1099,68.0867,25.1431,32.3098,31.1404,69.8635,70.2517,122.7205,31.6594,35.8699,50.8936,23.2090,29.7444,34.0286,42.8945
340256,80.7368,68.5254,25.2185,32.4048,31.4470,65.2341,68.0515,121.9460,31.6514,36.1174,51.3853,23.2483,29.8086,35.8223,44.2217
341112,76.5481,67.9451,25.1563,32.3630,31.3042,64.3196,68.6233,123.7183,31.5066,40.4121,50.7109,23.1982,29.7808,34.4219,43.4331
341968,74.2861,67.7397,25.1892,32.3782,31.2332,75.6499,95.1509,121.0593,31.5908,35.6606,51.9834,23.1741,29.8245,34.4612,43.0259
342824,74.3362,69.2744,25.1829,32.4106,31.2690,64.9333,70.5371,127.5571,31.8853,35.9783,50.6213,23.3040,29.8608,34.3372,43.7410
343688,73.3557,68.3684,25.2092,32.3608,31.3123,64.4915,71.4485,122.9709,31.7222,35.9497,50.5559,23.1870,29.7031,34.8523,43.8660
344552,73.3281,70.6296,25.2358,32.2043,31.1226,64.7014,64.6875,120.6514,31.4509,35.4812,50.3218,23.2000,29.6907,34.8567,43.8667
345416,75.2285,69.0432,25.2500,32.3386,31.3757,64.7332,70.5337,124.1716,31.5510,36.0425,50.6062,23.3340,29.6475,34.3660,43.3572
346280,74.0786,69.3674,25.1584,32.2839,31.2363,64.5706,65.6321,119.1135,31.6194,35.8589,51.0898,23.2561,29.6528,34.4109,43.4431
347152,74.5398,68.6533,25.1921,32.2903,32.1760,65.2178,64.9929,120.0547,31.6772,35.8350,50.7214,23.2720,29.6218,34.4673,43.9292
348024,74.6626,86.0444,25.2017,32.3064,31.1418,65.2500,69.1655,121.7112,31.4565,35.6296,50.4998,23.2039,29.6882,34.7114,43.8591
348896,81.9058,67.3293,25.3279,32.4990,31.3926,64.1985,67.6975,123.9128,31.8806,36.1189,50.7510,23.5103,29.8799,34.6550,44.3040
349776,75.3337,69.3979,25.9336,33.5342,32.4221,65.7417,67.0063,121.9880,32.9241,37.2998,51.2336,24.3293,30.8635,35.6089,45.1978
350656,73.5408,69.5054,25.2441,32.3486,31.2747,64.8491,69.1702,124.0024,31.7200,35.8555,50.1921,23.4063,29.7080,34.8701,49.6458
351536,73.1011,230.4592,25.2554,32.8511,38.2388,67.7991,72.4390,135.8679,31.5322,35.5105,49.8706,23.1846,29.5825,34.7959,43.6875
352416,77.5691,67.9521,25.7905,33.0703,31.8748,65.8145,69.9478,125.6929,32.3826,36.6304,52.4414,23.8145,30.3901,35.6328,44.4480
353304,74.8220,68.9126,27.1694,32.3684,31.2622,65.1567,68.8887,124.0945,31.3450,35.8594,50.1191,23.3015,29.6970,34.8530,43.7249
354192,74.6628,68.0308,26.1453,33.0791,32.0596,65.2363,67.0266,122.0552,31.4375,35.8799,56.0195,23.3472,29.7759,34.7649,43.7495
355080,74.9211,68.0667,25.7659,33.0376,31.9060,65.3633,70.0640,123.6382,32.2974,36.9089,51.4790,23.7637,30.3838,35.2168,45.3562
355968,74.9949,68.3750,25.7964,33.0203,31.8740,65.2786,69.7542,123.9646,32.1831,36.7061,51.3069,23.7671,30.3223,37.1067,46.0854
356864,75.4998,69.5132,25.6814,32.9971,31.8528,65.8193,70.1436,123.6318,32.3179,36.5935,51.3450,23.7617,30.2761,36.2346,44.5374
357760,77.2139,69.2654,25.7476,33.0667,32.0864,66.6458,71.4700,128.6475,32.2498,36.6130,51.6685,23.7532,30.2673,37.8909,45.2800
358656,74.7649,68.0322,25.7715,33.1060,31.9788,66.7429,72.2234,125.2068,33.3508,36.7905,51.5789,23.8464,30.4802,35.6697,45.1057
359560,75.8977,71.5129,25.9631,33.3813,32.2061,66.8193,74.1462,124.9910,32.4729,36.6006,51.3228,29.1499,31.7678,78.1262,45.7576
360464,81.5061,69.0125,26.5347,35.9248,36.2542,67.5354,71.3406,126.2344,37.0784,39.3557,64.3865,26.0034,31.8296,35.2153,48.3184
361368,75.6042,81.4878,26.2407,35.7490,34.8684,67.0381,73.0249,126.3408,35.4333,39.1785,53.2949,25.8171,31.6594,35.2258,48.0098
362272,75.4160,68.3567,26.2808,38.9253,34.8110,65.6614,79.9119,128.6201,35.5078,39.2693,56.0903,27.1226,31.6157,34.7651,44.5889
363184,75.5117,67.7500,25.7996,33.2546,38.2839,65.7808,70.6846,124.9878,32.5747,36.9133,51.5710,23.8381,30.5698,35.1543,44.6260
364096,75.9915,68.0359,25.7498,33.1611,32.0068,65.3262,70.6768,124.9146,32.1943,36.4712,51.7769,23.2449,29.8135,34.4304,44.8059
365008,73.0078,67.9932,25.2937,32.6401,31.4634,65.6001,69.1580,121.6174,31.8359,35.8118,50.9377,23.3706,30.0764,34.4111,43.4814
365928,73.5403,75.6519,25.2205,34.7166,31.4504,65.0876,69.6243,125.4556,31.6646,36.1548,50.0647,23.3425,38.1548,34.2654,43.3091
366848,75.1941,68.7393,25.3306,32.6372,31.8606,65.0212,69.1309,127.7639,31.8103,36.4158,51.0811,23.4653,30.1116,34.1626,43.5610
367768,74.4570,68.2515,25.2322,32.5488,31.4741,64.9272,67.1377,123.3286,31.9631,36.3521,50.6372,23.3430,30.0203,33.9673,43.0398
368688,74.7139,67.9377,28.3411,32.6980,31.6580,65.2354,69.5955,126.5972,32.2261,36.3293,50.6592,23.5337,58.4119,53.9910,43.5347
369616,73.7612,66.2791,25.2566,32.5952,31.7439,64.1067,67.7805,123.4209,31.8960,36.3579,50.4299,23.3782,29.9333,34.2131,43.1033
370544,73.8428,66.7166,25.2815,32.6719,31.4951,64.2336,69.0952,123.4509,32.0054,36.2273,50.7625,23.3857,30.1106,33.5745,42.4775
371472,73.8794,66.7913,25.2512,32.5740,31.4753,64.5571,67.6372,122.7871,31.9314,36.1804,51.1045,23.3828,29.9954,33.5388,42.6064
372408,75.2009,67.5828,25.3599,32.6812,36.8308,65.7573,66.7034,124.1082,32.8208,36.4993,49.6716,23.4395,30.0024,33.3259,42.1975
373344,75.3306,68.6248,25.3047,32.6013,31.6152,65.7329,68.4392,126.0894,31.9026,36.4529,50.2544,23.3457,30.0354,33.3997,42.3069
374280,75.8186,67.9021,25.3721,32.8567,31.7979,65.7581,69.8398,127.7192,32.1328,36.6306,50.2786,23.5481,30.2661,33.6074,43.9470
375216,74.5972,66.9556,25.2820,32.6538,31.5723,63.8386,68.3577,128.9463,32.0103,36.1792,50.2195,23.3303,30.0200,33.3496,42.0393
376160,75.3967,67.9126,25.2983,32.7039,31.7205,67.3193,68.9321,124.7407,32.0154,36.4065,50.4858,23.4595,30.2090,34.3308,42.5190
377104,73.0791,67.1284,25.3743,33.6995,31.4805,64.8235,66.5408,126.9502,32.0020,36.0889,49.7466,23.4658,29.9709,33.1028,41.8662
378048,73.7615,68.7935,25.3438,32.5945,31.6458,64.0493,68.1880,122.7432,31.8230,36.3555,50.7498,23.4817,29.9543,33.4307,42.3821
379000,76.9861,71.6621,25.4839,32.7163,31.5920,68.0837,71.4128,121.2141,31.7019,36.2158,50.8027,23.4927,30.0176,33.4866,42.5112
379952,75.7124,68.3132,25.3230,34.6958,31.4409,65.8298,69.0681,125.2527,31.8955,36.1462,49.6226,23.4910,29.9460,32.9475,42.1987
380904,76.4678,69.8896,25.8875,38.1377,35.6594,66.1692,82.0916,127.3071,34.9495,38.4268,53.9626,25.4255,31.0525,32.5857,42.0376
381864,74.1941,66.8730,25.3481,32.6499,42.8540,95.3403,72.8457,124.9998,32.0547,36.1812,49.7476,23.4976,30.0652,32.6716,41.3259
382824,75.9365,69.0337,25.3567,32.6716,31.5378,64.3516,65.5747,122.0950,31.9771,36.3469,50.1926,23.5117,30.0940,34.7712,42.0598
383784,74.2969,68.6819,25.4038,32.5903,31.5142,66.1284,67.8333,120.8027,31.9495,36.1550,49.8484,23.4800,29.9502,32.4126,41.1184
384744,74.4277,75.4453,25.8188,35.1099,34.3147,66.0137,73.0293,126.8884,65.0513,38.2417,113.1394,23.9866,30.6970,33.4363,42.4871
385712,76.4229,68.9578,25.8481,33.3032,32.1348,66.0039,69.4272,128.0667,33.5444,36.6619,50.8982,23.8853,30.7217,33.2737,42.5608
386680,76.3440,68.2898,25.8574,33.4250,32.2197,67.2903,69.8518,125.8936,34.5261,36.6812,53.8496,23.8428,30.6089,33.0852,41.4050
387648,76.0134,69.5137,25.9402,33.3486,32.2100,67.4041,72.8677,126.6958,33.7444,37.0225,50.7078,23.9805,30.7312,33.0352,41.9734
388624,76.4202,68.6104,25.8730,33.3608,32.1230,66.2002,68.8809,128.1296,32.5459,37.0923,51.2300,24.0237,30.7327,34.0742,42.1045
389600,76.3328,69.9277,25.8557,33.3735,32.3337,67.0046,68.3718,124.2781,33.8242,37.2246,50.5188,23.9609,30.7231,33.0713,41.8059
390576,76.6909,70.2153,25.9307,33.4653,32.2886,67.0955,71.0940,134.7764,32.7112,37.2295,51.9561,24.0032,30.7322,33.1257,42.0796
391560,114.4663,71.5889,25.9233,33.4707,32.3103,68.1716,73.4390,131.8721,32.8008,37.1091,50.7402,24.0496,30.8428,32.7124,41.5522
392544,76.0603,68.9707,25.8479,33.4119,32.3784,67.4478,70.3931,125.1865,32.4902,37.2065,51.0244,23.9961,30.7720,32.9375,41.7544
393528,76.3025,67.5603,26.0027,33.5569,33.6111,66.5522,69.4048,125.9790,32.7173,37.2686,51.0530,24.1819,30.8611,32.9058,47.8547
394512,76.7761,69.4084,25.9041,33.4814,32.3245,65.6233,118.5168,130.7568,32.8162,37.1448,51.3479,24.0662,30.9001,32.2463,41.0308
395504,77.1877,68.6584,25.9224,33.5852,32.3269,66.8169,70.3037,126.6382,32.8088,37.1946,51.0776,24.0479,30.9133,34.8281,41.3872
396496,76.2695,69.2349,25.9390,33.4810,32.3049,66.7351,69.9783,127.4402,32.8796,37.0874,50.9666,24.1233,30.7615,32.8188,41.6675
397488,78.4524,68.9080,25.9209,33.4839,32.3057,67.8557,68.8157,123.9978,32.6970,37.0869,51.7939,24.0408,30.8845,33.4434,41.7524
398488,76.6125,67.5208,25.9785,33.5022,32.3831,66.3201,69.0479,126.5681,32.6711,37.2271,50.8801,24.1243,30.9041,31.8738,40.6079
399488,78.9351,70.1262,26.7625,34.9250,33.5994,67.2722,70.3125,126.9966,33.8923,38.4045,51.4934,26.2275,32.0977,33.0581,48.5776
400488,77.9624,69.2866,25.9397,33.4421,32.5657,68.0413,71.0530,125.3328,32.8975,38.5195,50.8291,24.0615,30.8057,31.9558,40.7961
401496,76.9990,69.1567,25.9077,33.4832,32.4775,67.8713,71.4421,130.7175,32.5977,36.9778,50.5115,23.9497,30.7700,32.3269,41.0977
402504,75.9285,68.2383,25.9539,33.5278,33.4006,66.1775,69.4229,126.3535,32.7852,37.1484,50.3086,24.1182,30.8987,32.2769,40.9385
403512,76.7515,69.0393,31.5564,33.6228,32.8386,66.2134,68.4695,127.9014,32.9565,37.4792,50.4458,24.1558,30.9714,31.6677,40.2302
404528,77.0752,70.8228,25.9971,33.5020,32.3545,66.4019,70.6912,125.8140,32.7168,36.7192,50.3569,24.0293,30.8008,32.0403,40.5723
405544,75.9080,68.0598,26.1104,33.5093,32.3303,66.5959,71.1968,125.5444,33.4753,37.2043,50.6335,24.1404,30.8218,31.5730,40.2344
406560,77.5562,73.8918,26.0044,33.6846,32.7581,66.4036,71.9841,125.8660,32.8845,37.5051,51.2620,25.2859,30.9197,32.0864,40.8530
407584,77.6445,70.2388,26.1179,33.6477,32.5503,70.1582,72.5701,129.9001,32.6880,37.0417,51.1274,24.2004,30.9080,31.7156,40.4082
408608,76.6213,69.5068,26.0427,33.5642,32.3682,67.5593,71.9529,130.4663,32.8442,36.9202,50.4653,24.0525,30.8438,31.1963,39.7888
409632,76.6316,69.1975,25.9397,33.3328,32.1670,67.7261,70.5269,131.8171,32.7200,36.9478,51.0347,24.1343,30.6638,33.6521,40.5757
